"","Donor","Species","Date","User","slice_type","Slice_ID","cell_name","nwb_file","pxp_file","Brain_Region","Depth_from_pia","LIMS_depth","LIMS_20x","LIMS_63x","LIMS_layer","sample_id","Experiment","protocols","Fast_blockers","puff_drug","wash_drug","bath_drug","drug","Drug_concentration","DIV","Virus","DPI","Reporter_positive","Donor_date","class_Corr","class_Tree","subclass_Tree","subclass_Corr","cluster_Tree","cluster_Corr","score.Corr","score.Tree","marker_sum_norm","percent_reads_aligned_to_introns","Genes.Detected","quality_score","cluster","cluster_score","Cortical_area","predicted_subclass","subclass_Tree.classifier"
"1792","QN24.26.005","M.nemestrina",2024-03-27,"Nikolai","NHPacute","QN24.26.005.20.02","QN24.26.005.20.02.02",NA,NA,"dlPFC",551,NA,NA,NA,NA,"PWS4_240327_903_A01","Patch-seq","basic props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2024-03-27,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.735031467207864,1,0.738760933923744,50.8106527187249,4258,0.541732009779325,"L2/3_IT_1","1.00","FCx",NA,NA
"1794","QN24.26.005","M.nemestrina",2024-03-28,"Nikolai","NHPacute","QN24.26.005.20.03","QN24.26.005.20.03.02",NA,NA,"dlPFC",1315,NA,NA,NA,NA,"PWS4_240328_902_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2024-03-28,"exc","exc","L5_IT","L5_IT","L5_IT_1","L5_IT_1",0.737192719933873,1,0.939406767390316,44.2583623662572,5388,0.590903244232373,"L5_IT_1","1.00","FCx",NA,NA
"1795","QN24.26.008","M.nemestrina",2024-04-24,"Cristina","NHPacute","QN24.26.008.11.05","QN24.26.008.11.05.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.008/QN24.26.008.11.05.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.008/QN24.26.008.11.05.01.pxp","ITG",302,NA,"http://lims2/drawing_tool?image_series=1364976439","defer",NA,"PKS4_240424_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2024-04-24,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.718442268402761,0.88,0.645074830150107,43.1475181172449,1308,0.433829066044999,"L2/3_IT_3","0.88","TCx",NA,NA
"1798","QN24.26.008","M.nemestrina",2024-04-24,"Nikolai","NHPacute","QN24.26.008.20.03","QN24.26.008.20.03.01",NA,NA,"STG",1455,NA,NA,NA,NA,"PWS4_240424_901_A01","Patch-seq","basic props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2024-04-24,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.703591832540801,0.41,0.93039533739399,47.3784102621258,7345,0.623950581684838,"n13","1.00","TCx",NA,NA
"1799","QN24.26.008","M.nemestrina",2024-04-24,"ScottS","NHPacute","QN24.26.008.11.01","QN24.26.008.11.01.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.008/QN24.26.008.11.01.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.008/QN24.26.008.11.01.01.pxp","ITG",1460,NA,"http://lims2/drawing_tool?image_series=1364976496",NA,NA,"PSS4_240424_751_A01","Patch-seq","10s,",NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2024-04-24,"exc","exc","L5_ET","L5_ET","L5_ET_1","L5_ET_1",0.782943971632048,1,0.944796186968681,62.8525717386912,6825,0.621442120441321,"L5_ET_1","1.00","TCx","L5_ET","L5_ET"
"1802","QN24.26.008","M.nemestrina",2024-04-25,"Nikolai","NHPacute","QN24.26.008.20.04","QN24.26.008.20.04.01",NA,NA,"STG",1351,NA,NA,NA,NA,"PWS4_240425_901_A01","Patch-seq","basic props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2024-04-25,"exc","exc","L5_ET","L5_ET","L5_ET_1","L5_ET_1",0.725252244942362,0.99,0.798291135267429,52.7000455091638,6915,0.529463526996172,"L5_ET_1","0.99","TCx",NA,NA
"1803","QN24.26.009","M.nemestrina",2024-05-23,"Cristina","NHPacute","QN24.26.009.19.01B","QN24.26.009.19.01B.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.009/QN24.26.009.19.01B.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.009/QN24.26.009.19.01B.01.pxp","ITG",394,NA,"http://lims2/drawing_tool?image_series=1372880229",NA,NA,"PKS4_240523_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2024-05-23,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.752757120186981,1,0.886590006399855,55.2737473975361,5983,0.581309734325242,"L2/3_IT_3","1.00","TCx",NA,NA
"1805","QN24.26.010","M.nemestrina",2024-06-27,"Nikolai","NHPacute","QN24.26.010.20.01","QN24.26.010.20.01.02",NA,NA,"STG",1571,NA,NA,NA,NA,"PWS4_240627_901_A01","Patch-seq","basic props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2024-06-27,"exc","exc","L6_CT","L6_CT","L6_CT_1","L6_CT_1",0.391598370495916,0.38,0.434903407137362,23.3120993592033,1634,0.30580690840317,"n2","0.99","TCx",NA,NA
"1809","QN24.26.010","M.nemestrina",2024-06-27,"ScottS","NHPacute","QN24.26.010.11.01","QN24.26.010.11.01.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.010/QN24.26.010.11.01.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.010/QN24.26.010.11.01.02.pxp","ITG",1760,NA,"http://lims2/drawing_tool?image_series=1381857548","check slide",NA,"PSS4_240627_751_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"DNQX, APV, gabazine","20,25,5","0",NA,NA,NA,2024-06-27,"exc","exc","L6_IT","L6_IT","L6_IT_1","L6_IT_1",0.745352054807524,1,0.97908479949913,59.9766673492675,5468,0.543790979216039,"L6_IT_1","1.00","TCx","L6_IT","L6_IT"
"1813","QN24.26.010","M.nemestrina",2024-06-28,"Nikolai","NHPacute","QN24.26.010.20.03","QN24.26.010.20.03.01",NA,NA,"STG",1788,NA,NA,NA,NA,"PWS4_240628_901_A01","Patch-seq","basic props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2024-06-28,"exc","exc","L5_ET","L5_ET","L5_ET_1","L5_ET_1",0.690629119725529,1,0.768936044256073,35.1450493123774,7886,0.553971139652059,"L5_ET_1","1.00","TCx",NA,NA
"1814","QN24.26.010","M.nemestrina",2024-06-28,"Nikolai","NHPacute","QN24.26.010.20.04","QN24.26.010.20.04.01",NA,NA,"STG",1410,NA,NA,NA,NA,"PWS4_240628_902_A01","Patch-seq","basic props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2024-06-28,"exc","exc","L6_IT","L6_IT","L6_IT_1","L6_IT_1",0.704661153529737,1,1.0174792542924,42.5616406081784,6571,0.593796234863198,"L6_IT_1","1.00","TCx",NA,NA
"1816","QM24.26.011","M.mulatta",2024-07-17,"Cristina","NHPacute","QM24.26.011.11.01","QM24.26.011.11.01.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QM24.26.011/QM24.26.011.11.01.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QM24.26.011/QM24.26.011.11.01.02.pxp","ITG",550,355,"http://lims2/drawing_tool?image_series=1384824610",NA,NA,"PKS4_240717_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2024-07-17,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.821840563263521,1,0.961847198157192,58.9746248275241,6929,0.582675889338518,"L2/3_IT_3","1.00","TCx","L2/3_IT","L2/3_IT"
"1819","QN24.26.012","M.nemestrina",2024-07-24,"Nikolai","NHPacute","QN24.26.012.20.01","QN24.26.012.20.01.01",NA,NA,"STG",1341,NA,NA,NA,NA,"PWS4_240724_901_A01","Patch-seq","basic props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2024-07-24,"exc","exc","L5_ET","L5_ET","L5_ET_1","L5_ET_1",0.745233910334202,0.99,0.806999617540144,45.1334315383502,8220,0.588023984674391,"L5_ET_1","0.99","TCx",NA,NA
"1822","QN24.26.013","M.nemestrina",2024-08-13,"Brian","NHPacute","QN24.26.013.11.01","QN24.26.013.11.01.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.013/QN24.26.013.11.01.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.013/QN24.26.013.11.01.01.pxp","ITG",689,571,"http://lims2/drawing_tool?image_series=1391864534","candidate","L3","P7S4_240813_301_A01","Patch-seq",NA,NA,NA,"ZD2788[10uM]",NA,"ZD2788","10","0",NA,NA,NA,2024-08-13,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.78718075513664,1,0.94801227697013,56.0558533870137,5878,0.575861632604521,"L2/3_IT_1","1.00","TCx",NA,NA
"1825","QN24.26.013","M.nemestrina",2024-08-13,"Nikolai","NHPacute","QN24.26.013.20.01","QN24.26.013.20.01.01",NA,NA,"STG",1272,NA,NA,NA,NA,"PWS4_240813_901_A01","Patch-seq","basic props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2024-08-13,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.76917986595565,0.65,0.993478133310837,57.715567298707,6763,0.575184925637009,"n13","1.00","TCx",NA,NA
"1832","QN24.26.014","M.nemestrina",2024-08-20,"Brian","NHPacute","QN24.26.014.11.02","QN24.26.014.11.02.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.014/QN24.26.014.11.02.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.014/QN24.26.014.11.02.02.pxp","ITG",555,412,"http://lims2/drawing_tool?image_series=1391866118","candidate","L3","P7S4_240820_301_A01","Patch-seq",NA,NA,NA,"ZD2788[10uM]",NA,"ZD7288, dnqx, apv, gabazine","10,20,25,5","0",NA,NA,NA,2024-08-20,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.785025473408486,1,1.00188919213377,59.9719993054414,8630,0.626044306730203,"L2/3_IT_1","1.00","TCx",NA,NA
"1833","QN24.26.014","M.nemestrina",2024-08-20,"Nikolai","NHPacute","QN24.26.014.20.01","QN24.26.014.20.01.01",NA,NA,"ITG",1836,NA,NA,NA,NA,"PWS4_240820_901_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv: GTX","100,20,25,.1","0",NA,NA,NA,2024-08-20,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.753225542935914,0.94,0.986463707775372,37.8243771261708,6616,0.622373313263395,"L5_IT_2","0.94","TCx",NA,NA
"1838","QN24.26.014","M.nemestrina",2024-08-20,"ScottS","NHPacute","QN24.26.014.11.01","QN24.26.014.11.01.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.014/QN24.26.014.11.01.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.014/QN24.26.014.11.01.02.pxp","ITG",725,729,"http://lims2/drawing_tool?image_series=1391866222","candidate",NA,"PSS4_240820_752_A01","ZD",NA,NA,NA,"ZD2788[10uM]",NA,"dnqx, apv, gabazine,ZD","NULL","0",NA,NA,NA,2024-08-20,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.720227521425641,0.99,1.01777294725951,60.5445065638666,7444,0.626287501066217,"L2/3_IT_1","0.99","TCx","L2/3_IT","none"
"1839","QN24.26.014","M.nemestrina",2024-08-21,"Nikolai","NHPacute","QN24.26.014.20.04","QN24.26.014.20.04.01",NA,NA,"ITG",NA,NA,NA,NA,NA,"PWS4_240821_901_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv: GTX","100,20,25,.1","0",NA,NA,NA,2024-08-21,"exc","exc","L5_ET","L5_ET","L5_ET_2","L5_ET_2",0.629844516779721,0.41,0.775457520587745,14.0620687258053,7504,0.49122070341682,"n11","1.00","TCx",NA,NA
"1840","QN24.26.015","M.nemestrina",2024-09-26,"Nikolai","NHPacute","QN24.26.015.20.01","QN24.26.015.20.01.01",NA,NA,"STG",1039,NA,NA,NA,NA,"PWS4_240926_901_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv: GTX","100,20,25,.1","0",NA,NA,NA,2024-09-26,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.743204312840798,0.66,0.985324839243145,50.6720163751677,7222,0.666533705958727,"n13","1.00","TCx",NA,NA
"1842","QN24.26.016","M.nemestrina",2024-10-16,"Brian","NHPacute","QN24.26.016.13.06","QN24.26.016.13.06.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.016/QN24.26.016.13.06.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.016/QN24.26.016.13.06.01.pxp","SFG",437,285,"http://lims2/drawing_tool?image_series=1403597709","candidate","L3","P7S4_241016_301_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"dnqx, apv, gabazine","20,25,5","0","AiP1691",NA,"SYFP",2024-10-16,"inh","inh","Vip","Vip","Vip_4","Vip_4",0.798616757966402,0.95,0.387975435749595,45.1100102099936,3877,0.420398782037056,"Vip_4","0.95","MCx",NA,NA
"1843","QN24.26.016","M.nemestrina",2024-10-16,"Brian","NHPacute","QN24.26.016.13.06","QN24.26.016.13.06.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.016/QN24.26.016.13.06.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.016/QN24.26.016.13.06.02.pxp","SFG",800,500,"http://lims2/drawing_tool?image_series=1403597709","candidate","L3","P7S4_241016_302_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"dnqx, apv, gabazine","20,25,5","0","AiP1691",NA,"SYFP",2024-10-16,"inh","inh","Vip","Vip","Vip_5","Vip_5",0.717148863237908,0.99,0.447479401706249,37.8573592330716,5199,0.360856115786725,"Vip_5","0.99","MCx",NA,NA
"1845","QN24.26.016","M.nemestrina",2024-10-16,"Brian","NHPacute","QN24.26.016.13.06","QN24.26.016.13.06.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.016/QN24.26.016.13.06.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.016/QN24.26.016.13.06.04.pxp","SFG",NA,329,"http://lims2/drawing_tool?image_series=1403597709","candidate","L3","P7S4_241016_304_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"dnqx, apv, gabazine","20,25,5","0",NA,NA,NA,2024-10-16,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.692456998752041,1,0.41850002401209,39.7468050734915,4236,0.400575833398806,"Chandelier_1","1.00","MCx",NA,NA
"1846","QN24.26.016","M.nemestrina",2024-10-16,"ScottS","NHPacute","QN24.26.016.13.03","QN24.26.016.13.03.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.016/QN24.26.016.13.03.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.016/QN24.26.016.13.03.01.pxp","SFG",536,542,"http://lims2/drawing_tool?image_series=1403597739",NA,NA,"PSS4_241016_751_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"dnqx, apv, gabazine","20,25,5","0","AiP1691",NA,"SYFP",2024-10-16,"inh","inh","Pax6","Pax6","Pax6_2","Pax6_2",0.773469664705323,1,1.03619308656628,46.2740977515948,5085,0.585408788510951,"Pax6_2","1.00","MCx",NA,NA
"1856","QN24.26.017","M.nemestrina",2024-11-13,"Nikolai","NHPacute","QN24.26.017.20.03","QN24.26.017.20.03.01",NA,NA,"STG",2246,NA,NA,NA,NA,"PWS4_241113_902_A01",NA,NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv: GTX","100,20,25,.1","0",NA,NA,NA,2024-11-13,"exc","exc","L6_IT","L6_IT","L6_IT_1","L6_IT_1",0.692185624066646,0.98,0.899507964466198,40.2194035495786,5713,0.540969417818423,"L6_IT_1","0.98","TCx",NA,NA
"1861","QN24.26.017","M.nemestrina",2024-11-14,"ScottS","NHPacute","QN24.26.017.12.17","QN24.26.017.12.17.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.017/QN24.26.017.12.17.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.017/QN24.26.017.12.17.04.pxp","M1",1720,1534,"http://lims2/drawing_tool?image_series=1409780908","Candidate",NA,"PSS4_241114_751_A01",NA,NA,"DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"nbqx, apv, gabazine","20,25,5","0",NA,NA,NA,2024-11-14,"exc","exc","L5_ET","L5_ET","L5_ET_2","L5_ET_2",0.692329423551384,0.84,0.824348553203331,40.5930403113249,9075,0.59898701088807,"L5_ET_2","0.84","MCx",NA,NA
"1863","QN24.26.017","M.nemestrina",2024-11-23,"Jeffrey","NHPacute","QN24.26.017.20.25","QN24.26.017.20.25.01",NA,NA,"STG",1447,NA,NA,NA,NA,"PWS4_241113_925_A01","Patch-seq","basic props, neuromodulation","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv/Xe-991","100,20,100,5","0",NA,NA,NA,2024-11-23,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.653459347513113,0.95,0.941543406134662,45.7816539314613,7276,0.531475404640735,"L2/3_IT_1","0.95","TCx",NA,NA
"1868","QN25.26.002","M.nemestrina",2025-02-12,"Nikolai","NHPacute","QN25.26.002.20.01","QN25.26.002.20.01.01",NA,NA,"STG",802,NA,NA,NA,NA,"PWS4_250212_901_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv: GTX","100,20,25,.1","0",NA,NA,NA,2025-02-12,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.727797138290544,1,0.851048216681476,66.0864894217856,5072,0.571785982864123,"L2/3_IT_3","1.00","TCx",NA,NA
"1869","QN25.26.002","M.nemestrina",2025-02-12,"Nikolai","NHPacute","QN25.26.002.20.04","QN25.26.002.20.04.01",NA,NA,"ACx",563,NA,NA,NA,NA,"PWS4_250212_902_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2025-02-12,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.740781370432865,1,0.852781289703472,52.3716495539254,5529,0.555563768314502,"L2/3_IT_1","1.00","FCx",NA,NA
"1870","QN25.26.002","M.nemestrina",2025-02-12,"Jeffrey","NHPacute","QN25.26.002.20.26","QN25.26.002.20.26.02",NA,NA,"ACx",717,NA,NA,NA,NA,"PWS4_250212_925_A01","Patch-seq","basic props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,100","0",NA,NA,NA,2025-02-12,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.541966082387982,0.72,0.656117898107593,15.4626157915527,3596,0.40956962410336,"L2/3_IT_1","0.72","FCx",NA,NA
"1878","QN25.26.004","M.nemestrina",2025-03-05,"Nikolai","NHPacute","QN25.26.004.20.01","QN25.26.004.20.01.01",NA,NA,"dlPFC",304,NA,NA,NA,NA,"PWS4_250305_901_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2025-03-05,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.76932743211103,1,0.916804581579514,59.2956678060452,4799,0.575969221008539,"L2/3_IT_3","1.00","FCx",NA,NA
"1882","QN25.26.004","M.nemestrina",2025-03-05,"Jeffrey","NHPacute","QN25.26.004.20.27","QN25.26.004.20.27.03",NA,NA,"ACx",909,NA,NA,NA,NA,"PWS4_250305_925_A01","Patch-seq","basic props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,100","0",NA,NA,NA,2025-03-05,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.656972726470128,0.26,0.834891215208465,20.600911598189,7455,0.602776492786177,"n2","0.90","FCx",NA,NA
"1883","QN25.26.005","M.nemestrina",2025-03-06,"Brian","NHPacute","QN25.26.005.14v.05A","QN25.26.005.14v.05A.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2025/QN25.26.005/QN25.26.005.14v.05A.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2025/QN25.26.005/QN25.26.005.14v.05A.01.pxp","vSTR",NA,NA,"http://lims2/drawing_tool?image_series=1429540444",NA,NA,"P7S4_250306_305_A01","Patch-seq",NA,"Ptx/KA",NA,NA,NA,"Ptx/KA","NULL","0",NA,NA,NA,2025-03-06,"inh","inh","Pax6","Pax6","Sncg_3","Sncg_3",0.349926075965127,0.5,0.242991554271908,27.5273837335723,2278,0.24066021608096,"n27","0.73","Striatum",NA,NA
"1884","QN25.26.005","M.nemestrina",2025-03-06,"Brian","NHPacute","QN25.26.005.14v.05A","QN25.26.005.14v.05A.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2025/QN25.26.005/QN25.26.005.14v.05A.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2025/QN25.26.005/QN25.26.005.14v.05A.02.pxp","vSTR",NA,NA,"http://lims2/drawing_tool?image_series=1429540444",NA,NA,"P7S4_250306_306_A01","Patch-seq",NA,"Ptx/KA",NA,NA,NA,"Ptx/KA","NULL","0",NA,NA,NA,2025-03-06,"inh","inh","Vip","Vip","Vip_8","Vip_8",0.415217072818969,0.44,0.486052910764133,44.994454526441,7599,0.391644739289996,"n29","0.84","Striatum",NA,NA
"1885","QN25.26.005","M.nemestrina",2025-03-06,"Brian","NHPacute","QN25.26.005.14v.05A","QN25.26.005.14v.05A.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2025/QN25.26.005/QN25.26.005.14v.05A.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2025/QN25.26.005/QN25.26.005.14v.05A.03.pxp","vSTR",NA,NA,"http://lims2/drawing_tool?image_series=1429540444",NA,NA,"P7S4_250306_307_A01","Patch-seq",NA,"Ptx/KA",NA,NA,NA,"Ptx/KA","NULL","0",NA,NA,NA,2025-03-06,"inh","inh","Sncg","Sncg","Sncg_1","Sncg_1",0.42754669752666,0.75,0.369217666317061,58.3258638707164,4011,0.357090617218731,"Sncg_1","0.75","Striatum",NA,NA
"1888","QN25.26.005","M. nemistrina",2025-03-06,"Nikolai","NHPacute","QN25.26.005.20.02","QN25.26.005.20.02.01",NA,NA,"dlPFC",526,NA,NA,NA,NA,"PWS4_250306_901_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2025-03-06,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.741637339754886,1,0.929667771351976,57.1996837434395,6834,0.631936774733215,"L2/3_IT_1","1.00","FCx",NA,NA
"1889","QM25.26.006","M.mulatta",2025-04-17,"ScottS","NHPacute","QM25.26.006.12.07","QM25.26.006.12.07.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2025/QM25.26.006/QM25.26.006.12.07.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2025/QM25.26.006/QM25.26.006.12.07.01.pxp","M1",NA,NA,"stuck",NA,NA,"PSS4_250417_751_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2025-04-17,"exc","exc","L5/6_NP","L5/6_NP","L5/6_NP_1","L5/6_NP_1",0.734945375175577,1,0.641392374226313,49.8213808145436,6014,0.474254617861238,"L5/6_NP_1","1.00","MCx",NA,NA
"1890","Q19.26.014","M.nemestrina",NA,"ScottO","NHPacute","Q19.26.014.11.01","Q19.26.014.11.01.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2019/Q19.26.014/Q19.26.014.11.01.02.nwb",NA,"Striatum",NA,NA,NA,NA,NA,"PQS4_191010_752_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,NA,"inh","inh","Sncg","Sncg","Sncg_1","Sncg_1",0.302979605628512,0.53,0.23060049210456,30.1907821460243,735,0.0427986039774757,"n30","0.98","Striatum",NA,NA
"1906","Q20.26.004","M.nemestrina",NA,"ScottO","NHPacute","Q20.26.004.11.05","Q20.26.004.11.05.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2020/Q20.26.004/Q20.26.004.11.05.01.nwb",NA,"Striatum",NA,NA,NA,NA,NA,"PQS4_200318_754_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,NA,"inh","inh","Pax6","Pax6","Sncg_3","Sncg_3",0.288570412327851,0.34,0.401587423258488,19.8815675658246,6368,0.217721878898634,"n25","0.91","Striatum",NA,NA
