"","Donor","Species","Date","User","slice_type","Slice_ID","cell_name","nwb_file","pxp_file","Brain_Region","Depth_from_pia","LIMS_depth","LIMS_20x","LIMS_63x","LIMS_layer","sample_id","Experiment","protocols","Fast_blockers","puff_drug","wash_drug","bath_drug","drug","Drug_concentration","DIV","Virus","DPI","Reporter_positive","Donor_date","class_Corr","class_Tree","subclass_Tree","subclass_Corr","cluster_Tree","cluster_Corr","score.Corr","score.Tree","marker_sum_norm","percent_reads_aligned_to_introns","Genes.Detected","quality_score","cluster","cluster_score","Cortical_area","predicted_subclass","subclass_Tree.classifier"
"1707","QN23.26.016","M.nemestrina",2023-07-25,"Alejandro","NHPacute","QN23.26.016.20.20","QN23.26.016.20.20.03",NA,NA,"ITG",NA,NA,NA,NA,NA,"PWS4_230725_925_A01","Patch-seq","basic props (variable thresh)","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv: XE991","NULL","0",NA,NA,NA,2023-07-25,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.694064641295797,0.64,0.918677234225867,34.0991241618571,6931,0.592819538114238,"n17","0.75","TCx",NA,NA
"1711","QN23.26.016","M.nemestrina",2023-07-26,"Alejandro","NHPacute","QN23.26.016.20.25","QN23.26.016.20.25.01",NA,NA,"ITG",NA,NA,NA,NA,NA,"PWS4_230726_925_A01","Patch-seq","FI,VI,Chirp","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv: XE991","NULL","0",NA,NA,NA,2023-07-26,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.742380460483327,1,0.889304311388169,21.0274113607694,10756,0.653968942688399,"L2/3_IT_1","1.00","TCx",NA,NA
"1712","QN23.26.016","M.nemestrina",2023-07-26,"Alejandro","NHPacute","QN23.26.016.20.26","QN23.26.016.20.26.02",NA,NA,"ITG",NA,NA,NA,NA,NA,"PWS4_230726_926_A01","Patch-seq","FI,VI,Chirp","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv: XE991","NULL","0",NA,NA,NA,2023-07-26,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.685195322101365,0.96,0.896631407413768,47.4018483554315,7342,0.591368945943478,"L5_IT_2","0.96","TCx",NA,NA
"1715","QN23.26.017","M.nemestrina",2023-08-02,"Cristina","NHPacute","QN23.26.017.11.03","QN23.26.017.11.03.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.017/QN23.26.017.11.03.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.017/QN23.26.017.11.03.02.pxp","ITG",603,NA,"http://lims2/drawing_tool?image_series=1290509101","defer","L3","PKS4_230802_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2023-08-02,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.743344349097658,1,0.94535785954069,42.159682443175,7341,0.614452572801159,"L2/3_IT_1","1.00","TCx","L2/3_IT","L2/3_IT"
"1717","QN23.26.017","M.nemestrina",2023-08-02,"Cristina","NHPacute","QN23.26.017.11.03","QN23.26.017.11.03.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.017/QN23.26.017.11.03.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.017/QN23.26.017.11.03.04.pxp","ITG",933,853,"http://lims2/drawing_tool?image_series=1290509101","defer","L3","PKS4_230802_227_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2023-08-02,"exc","exc","L4_IT","L4_IT","L4_IT_1","L4_IT_1",0.783881421332097,1,0.971275069247047,53.7704440711664,5927,0.607058943724368,"L4_IT_1","1.00","TCx","L4_IT","L4_IT"
"1718","QN23.26.017","M.nemestrina",2023-08-02,"Cristina","NHPacute","QN23.26.017.11.03","QN23.26.017.11.03.05","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.017/QN23.26.017.11.03.05-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.017/QN23.26.017.11.03.05.pxp","ITG",968,868,"http://lims2/drawing_tool?image_series=1290509101","defer","L3","PKS4_230802_228_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2023-08-02,"exc","exc","L4_IT","L4_IT","L4_IT_2","L4_IT_2",0.683596063252563,0.8,0.88174607767338,35.2428292061198,4198,0.519754856097411,"L4_IT_2","0.80","TCx",NA,NA
"1719","QN23.26.017","M.nemestrina",2023-08-02,"Nikolai","NHPacute","QN23.26.017.20.01","QN23.26.017.20.01.02",NA,NA,"STG",1769,NA,NA,NA,NA,"PWS4_230802_901_A01","Patch-seq","basic props and Ca++ imaging at L1","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,2,25","0",NA,NA,NA,2023-08-02,"exc","exc","L5_ET","L5_ET","L5_ET_2","L5_ET_2",0.775504770187548,1,1.01369514797678,62.7123846828031,9106,0.656271705522476,"L5_ET_2","1.00","TCx",NA,NA
"1720","QN23.26.017","M.nemestrina",2023-08-02,"Nikolai","NHPacute","QN23.26.017.20.03","QN23.26.017.20.03.01",NA,NA,"STG",1039,830,NA,NA,NA,"PWS4_230802_902_A01","Patch-seq","basic props (variable thresh)","Ptx[100uM]",NA,NA,NA,"picro only","100","0",NA,NA,NA,2023-08-02,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.703705579441948,1,0.946297899290612,44.194702667397,9591,0.622446032067742,"L2/3_IT_1","1.00","TCx",NA,NA
"1721","QN23.26.017","M.nemestrina",2023-08-02,"Alejandro","NHPacute","QN23.26.017.20.20","QN23.26.017.20.20.01",NA,NA,"STG",NA,NA,NA,NA,NA,"PWS4_230802_925_A01","Patch-seq","FI,VI,Chirp","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv: XE991","NULL","0",NA,NA,NA,2023-08-02,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.667320581860684,0.98,0.988983015432198,39.6708070541197,7750,0.568908486306648,"L2/3_IT_1","0.98","TCx",NA,NA
"1722","QN23.26.017","M.nemestrina",2023-08-02,"Alejandro","NHPacute","QN23.26.017.20.20","QN23.26.017.20.20.02",NA,NA,"STG",NA,NA,NA,NA,NA,"PWS4_230802_926_A01","Patch-seq","FI,VI,Chirp","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv: XE991","NULL","0",NA,NA,NA,2023-08-02,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.723177596085014,1,0.996430059017216,44.7990549699729,10435,0.700920235353947,"L2/3_IT_1","1.00","TCx",NA,NA
"1727","QN23.26.018","M.nemestrina",2023-08-08,"ScottS","NHPacute","QN23.26.018.11.01","QN23.26.018.11.01.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.018/QN23.26.018.11.01.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.018/QN23.26.018.11.01.03.pxp","M1",372,NA,"http://lims2/drawing_tool?image_series=1292238088","none",NA,"PSS4_230808_751_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2023-08-08,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.722765978167624,0.76,0.938320726633443,59.4579683492606,5827,0.60222375931819,"L2/3_IT_1","0.76","MCx",NA,NA
"1733","QN23.26.018","M.nemestrina",2023-08-08,"Alejandro","NHPacute","QN23.26.018.20.21","QN23.26.018.20.21.01",NA,NA,"M1",NA,NA,NA,NA,NA,"PWS4_230808_926_A01","Patch-seq","FI,VI,Chirp","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv: XE991","NULL","0",NA,NA,NA,2023-08-08,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.684456587011011,0.98,0.981367375378994,49.1429425144343,9049,0.663469415952975,"L2/3_IT_1","0.98","MCx",NA,NA
"1734","QN23.26.019","M.nemestrina",2023-10-03,"Brian","NHPacute","QN23.26.019.11.01","QN23.26.019.11.01.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.019/QN23.26.019.11.01.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.019/QN23.26.019.11.01.01.pxp","M1",519,451,"http://lims2/drawing_tool?image_series=1304148469","request","L3","P7S4_231003_301_A01","Patch-seq","channels",NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2023-10-03,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.741828364656922,1,1.01260635049218,47.6273388140048,8774,0.631773107352235,"L2/3_IT_1","1.00","MCx",NA,NA
"1735","QN23.26.019","M.nemestrina",2023-10-03,"Brian","NHPacute","QN23.26.019.11.01","QN23.26.019.11.01.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.019/QN23.26.019.11.01.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.019/QN23.26.019.11.01.02.pxp","M1",221,197,"http://lims2/drawing_tool?image_series=1304148469","none","L2","P7S4_231003_302_A01","Patch-seq","collected spikes near rheobase",NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2023-10-03,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.75030400122981,1,0.825956411635551,60.3725701354797,5037,0.553936590155986,"L2/3_IT_3","1.00","MCx",NA,NA
"1743","QN23.26.020","M.nemestrina",2023-11-29,"Nikolai","NHPacute","QN23.26.020.20.01","QN23.26.020.20.01.01",NA,NA,"dlPFC",1394,NA,NA,NA,NA,"PWS4_231129_901_A01","Patch-seq","stand props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","-59006707200","0","uninfected",NA,NA,2023-11-29,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.74127383979634,0.62,0.965671486964604,45.6238376351028,8026,0.661474186478812,"n16","1.00","FCx",NA,NA
"1744","QN23.26.020","M.nemestrina",2023-11-29,"Nikolai","NHPacute","QN23.26.020.20.02","QN23.26.020.20.02.01",NA,NA,"dlPFC",753,NA,NA,NA,NA,"PWS4_231129_902_A01","Patch-seq","stand props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","-59006707200","0","uninfected",NA,NA,2023-11-29,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.772766829851382,1,0.882378825798163,50.2830687973004,4837,0.57929637197047,"L2/3_IT_1","1.00","FCx",NA,NA
"1745","QN23.26.020","M.nemestrina",2023-11-29,"Nikolai","NHPacute","QN23.26.020.20.02","QN23.26.020.20.02.02",NA,NA,"dlPFC",280,NA,NA,NA,NA,"PWS4_231129_903_A01","Patch-seq","chirps, spikes only","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","-59006707200","0","uninfected",NA,NA,2023-11-29,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.704992825202854,1,0.874338528143885,53.9571812421435,7758,0.570361569916769,"L2/3_IT_3","1.00","FCx",NA,NA
"1746","QN23.26.021","M.nemestrina",2023-12-20,"Nikolai","NHPacute","QN23.26.021.20.01","QN23.26.021.20.01.01",NA,NA,"dlPFC",542,NA,NA,NA,NA,"PWS4_231220_901_A01","Patch-seq","stand props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","-59006707200","0","uninfected",NA,NA,2023-12-20,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.79281048259784,1,0.942505558426651,42.1102390775979,7741,0.62120252780985,"L2/3_IT_1","1.00","FCx",NA,NA
"1747","QN23.26.021","M.nemestrina",2023-12-20,"Nikolai","NHPacute","QN23.26.021.20.01","QN23.26.021.20.01.02",NA,NA,"dlPFC",687,NA,NA,NA,NA,"PWS4_231220_902_A01","Patch-seq","stand props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","-59006707200","0","uninfected",NA,NA,2023-12-20,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.732426490760069,1,0.962594367937562,46.3411088011114,8402,0.698182796739589,"L2/3_IT_1","1.00","FCx",NA,NA
"1748","QN23.26.021","M.nemestrina",2023-12-20,"Nikolai","NHPacute","QN23.26.021.20.02","QN23.26.021.20.02.01",NA,NA,"dlPFC",789,NA,NA,NA,NA,"PWS4_231220_903_A01","Patch-seq","stand props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","-59006707200","0","uninfected",NA,NA,2023-12-20,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.698577905319046,1,0.906644793968475,47.1302054032154,7577,0.606452980424151,"L2/3_IT_1","1.00","FCx",NA,NA
"1750","QN23.26.021","M.nemestrina",2023-12-20,"Nikolai","NHPacute","QN23.26.021.20.03","QN23.26.021.20.03.01",NA,NA,"dlPFC",531,NA,NA,NA,NA,"PWS4_231220_904_A01","Patch-seq","stand props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","-59006707200","0","uninfected",NA,NA,2023-12-20,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.77017282796787,0.97,0.898610336039854,46.584008593266,7501,0.628329337687353,"L2/3_IT_1","0.97","FCx",NA,NA
"1752","QN24.26.001","M.nemestrina",2024-01-30,"Cristina","NHPacute","QN24.26.001.11.03","QN24.26.001.11.03.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.001/QN24.26.001.11.03.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.001/QN24.26.001.11.03.01.pxp","STG",574,NA,"http://lims2/drawing_tool?image_series=1331836010","defer",NA,"PKS4_240130_225_A01","ZD-Patch-seq",NA,NA,NA,"ZD7288[10uM]",NA,"ZD7288","10","0",NA,NA,NA,2024-01-30,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.793600232570238,1,0.869630632727952,37.7810716062805,6311,0.620994851155089,"L2/3_IT_3","1.00","TCx",NA,NA
"1754","QN24.26.001","M.nemestrina",2024-01-30,"Brian","NHPacute","QN24.26.001.4A.01","QN24.26.001.4A.01.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.001/QN24.26.001.4A.01.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.001/QN24.26.001.4A.01.02.pxp","STG",NA,1288,"http://lims2/drawing_tool?image_series=1331836105","none","L5","P7S4_240130_301_A01","neuromodulation",NA,NA,"5HT[100uM]",NA,NA,"5-HT","100","0",NA,NA,NA,2024-01-30,"exc","exc","L6_IT","L6_IT","L6_IT_1","L6_IT_1",0.739381930653574,0.68,1.07901950929639,62.9991661310535,10047,0.741206237424041,"n13","1.00","TCx","L6_IT","L6_IT"
"1759","QN24.26.001","M.nemestrina",2024-01-30,"Brian","NHPacute","QN24.26.001.4A.01","QN24.26.001.4A.01.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.001/QN24.26.001.4A.01.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.001/QN24.26.001.4A.01.03.pxp","STG",NA,1439,"http://lims2/drawing_tool?image_series=1331836105","none","L5","P7S4_240130_302_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2024-01-30,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.752633139913932,1,0.94727774844085,38.8333554084179,7372,0.588522068027335,"L5_IT_2","1.00","TCx","L5_IT","L5_IT"
"1762","QN24.26.001","M.nemestrina",2024-01-30,"Nikolai","NHPacute","QN24.26.001.20.02","QN24.26.001.20.02.02",NA,NA,"dlPFC",472,NA,NA,NA,NA,"PWS4_240130_901_A01","Patch-seq","stand props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,2,25","0","uninfected",NA,NA,2024-01-30,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.711908470348685,0.51,0.930369191521856,53.1793892295993,6503,0.612726687300735,"n15","1.00","FCx",NA,NA
"1764","QN24.26.002","M.nemestrina",2024-02-13,"Nikolai","NHPacute","QN24.26.002.20.01","QN24.26.002.20.01.01",NA,NA,"M1",1624,NA,NA,NA,NA,"PWS4_240213_901_A01",NA,NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,2,25","0",NA,NA,NA,2024-02-13,"exc","exc","L5_ET","L5_ET","L5_ET_2","L5_ET_2",0.749165499994641,0.54,0.829813609281515,50.6062988890517,8986,0.621494055541241,"n12","1.00","MCx",NA,NA
"1766","QN24.26.003","M.nemestrina",2024-02-15,"Meanhwan","NHPacute","QN24.26.003.20.04","QN24.26.003.20.04.01",NA,NA,"dlPFC",NA,NA,NA,NA,NA,"PWS4_240215_925_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","NULL","0",NA,NA,NA,2024-02-15,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.708609807802609,0.99,0.996789676966501,46.116133662854,6526,0.610236590791265,"L2/3_IT_1","0.99","FCx",NA,NA
"1767","QN24.26.003","M.nemestrina",2024-02-15,"Nikolai","NHPacute","QN24.26.003.20.02","QN24.26.003.20.02.01",NA,NA,"dlPFC",337,NA,NA,NA,NA,"PWS4_240215_901_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,2,25","0",NA,NA,NA,2024-02-15,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.747821571890413,0.97,1.02146270008906,43.6634588910873,7515,0.611399928853666,"L2/3_IT_1","0.97","FCx",NA,NA
"1768","QN24.26.003","M.nemestrina",2024-02-16,"Nikolai","NHPacute","QN24.26.003.20.06","QN24.26.003.20.06.01",NA,NA,"dlPFC",696,NA,NA,NA,NA,"PWS4_240216_901_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,2,25","0",NA,NA,NA,2024-02-16,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.739361887835429,1,0.994989914592325,49.5222195194851,5444,0.62305753692074,"L2/3_IT_1","1.00","FCx",NA,NA
"1769","QN24.26.003","M.nemestrina",2024-02-16,"Nikolai","NHPacute","QN24.26.003.20.05","QN24.26.003.20.05.01",NA,NA,"dlPFC",210,NA,NA,NA,NA,"PWS4_240216_902_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,2,25","0",NA,NA,NA,2024-02-16,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.755419911179438,1,0.850640909950863,36.0278648031204,5903,0.612510854573252,"L2/3_IT_3","1.00","FCx",NA,NA
"1770","QN24.26.004","M.nemestrina",2024-02-29,"Brian","NHPacute","QN24.26.004.11.02","QN24.26.004.11.02.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.004/QN24.26.004.11.02.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.004/QN24.26.004.11.02.01.pxp","STG",1972,1603,"http://lims2/drawing_tool?image_series=1341410651","request","L5","P7S4_240229_301_A01","Patch-seq","spike trains, channels","DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"apv,dnqx,gabazine","25,20,5","0",NA,NA,NA,2024-02-29,"exc","exc","L6_IT","L6_IT","L6_IT_1","L6_IT_1",0.741142151582871,1,1.04737968784495,55.3105624021403,8617,0.654090885041393,"L6_IT_1","1.00","TCx","L6_IT","L6_IT"
"1771","QN24.26.004","M.nemestrina",2024-02-29,"Cristina","NHPacute","QN24.26.004.11.04","QN24.26.004.11.04.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.004/QN24.26.004.11.04.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.004/QN24.26.004.11.04.01.pxp","STG",NA,NA,"http://lims2/drawing_tool?image_series=1341410579","defer","L3","PKS4_240229_225_A01",NA,NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2024-02-29,"exc","exc","L4_IT","L4_IT","L2/3_IT_2","L2/3_IT_2",0.750646444355531,1,0.956988232058841,40.9063284702176,6412,0.513760590205886,"L2/3_IT_2","1.00","TCx",NA,NA
"1772","QN24.26.004","M.nemestrina",2024-02-29,"Cristina","NHPacute","QN24.26.004.11.04","QN24.26.004.11.04.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.004/QN24.26.004.11.04.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.004/QN24.26.004.11.04.02.pxp","STG",1000,NA,"http://lims2/drawing_tool?image_series=1341410579","defer","L3","PKS4_240229_226_A01","Patch-seq",NA,NA,NA,"ZD2788[10uM]",NA,"ZD7288","NULL","0",NA,NA,NA,2024-02-29,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.724435994823737,1,0.95865211748236,23.809469040985,8485,0.608313580421458,"L5_IT_2","1.00","TCx",NA,NA
"1773","QN24.26.004","M.nemestrina",2024-02-29,"Brian","NHPacute","QN24.26.004.11.02","QN24.26.004.11.02.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.004/QN24.26.004.11.02.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.004/QN24.26.004.11.02.02.pxp","STG",NA,1165,"http://lims2/drawing_tool?image_series=1341410651","request","L5","P7S4_240229_302_A01","Patch-seq","spike trains, channels",NA,NA,NA,NA,"apv,dnqx,gabazine","25,20,5","0",NA,NA,NA,2024-02-29,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.759148162628473,1,1.03550140390846,51.1671368528951,5426,0.629245584140383,"L5_IT_2","1.00","TCx","L5_IT","L5_IT"
"1781","QN24.26.004","M.nemestrina",2024-02-29,"Nikolai","NHPacute","QN24.26.004.20.01","QN24.26.004.20.01.01",NA,NA,"dlPFC",666,NA,NA,NA,NA,"PWS4_240229_901_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2024-02-29,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.753891370397035,0.96,0.910585792727922,42.0406207183704,6600,0.557344766764311,"L2/3_IT_1","0.96","FCx",NA,NA
"1783","QN24.26.004","M.nemestrina",2024-02-29,"Nikolai","NHPacute","QN24.26.004.20.02","QN24.26.004.20.02.01",NA,NA,"dlPFC",797,NA,NA,NA,NA,"PWS4_240229_902_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2024-02-29,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.759629034819608,0.93,1.0420992949231,60.195435631409,5877,0.66905768385923,"L2/3_IT_1","0.93","FCx",NA,NA
"1787","QN24.26.004","M.nemestrina",2024-03-01,"Nikolai","NHPacute","QN24.26.004.20.14","QN24.26.004.20.14.01",NA,NA,"dlPFC",718,NA,NA,NA,NA,"PWS4_240301_901_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2024-03-01,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.716302610558183,1,0.910293432920388,40.7129424394057,6611,0.626960338364332,"L2/3_IT_1","1.00","FCx",NA,NA
"1788","QN24.26.005","M.nemestrina",2024-03-27,"Cristina","NHPacute","QN24.26.005.11.02","QN24.26.005.11.02.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.005/QN24.26.005.11.02.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2024/QN24.26.005/QN24.26.005.11.02.01.pxp","STG",820,NA,"http://lims2/drawing_tool?image_series=1345813747","needsID",NA,"PCS4_240327_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2024-03-27,"exc","exc","L4_IT","L4_IT","L2/3_IT_2","L2/3_IT_2",0.774566572134445,0.9,0.906346045201665,38.0472466544945,7054,0.535244370301846,"L2/3_IT_2","0.90","TCx",NA,NA
"1790","QN24.26.005","M.nemestrina",2024-03-27,"Nikolai","NHPacute","QN24.26.005.20.01","QN24.26.005.20.01.01",NA,NA,"dlPFC",544,NA,NA,NA,NA,"PWS4_240327_901_A01","Patch-seq","basic props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2024-03-27,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.724366834826755,0.91,0.918896241462158,52.5201715192662,5324,0.646235314540762,"L2/3_IT_1","0.91","FCx",NA,NA
"1791","QN24.26.005","M.nemestrina",2024-03-27,"Nikolai","NHPacute","QN24.26.005.20.02","QN24.26.005.20.02.01",NA,NA,"dlPFC",483,NA,NA,NA,NA,"PWS4_240327_902_A01","Patch-seq","basic props","DNQX[20uM], APV[25uM], Ptx[100uM]",NA,NA,NA,"picro/dnqx/apv","100,20,25","0",NA,NA,NA,2024-03-27,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.753589083402855,1,0.878819532135124,60.9519564511784,4750,0.594450290855232,"L2/3_IT_1","1.00","FCx",NA,NA
