"",score.Corr,score.Tree,class_Corr,subclass_Corr,cluster_Corr,class_Tree,subclass_Tree,cluster_Tree,cluster,cluster_score,res.index,quality_score,marker_sum_norm,Norm_Marker_Sum.0.4,contaminationType,contam_sum,Tree_call,Tree_first_cor,Tree_first_bt,Tree_second_bt,Tree_first_KL,Tree_second_KL,number_genes_CPMgt0,number_genes_CPMgt1
AB-S40304_S269_E1-50,0.636067764863878,1,Neuronal: Glutamatergic,L6 IT,L6 IT_1,Neuronal: Glutamatergic,L6 IT,L6 IT_1,L6 IT_1,1.00,1,0.288184105674485,0.799438888028266,TRUE,Microglia.PVM,2.15416239282863,PoorQ,0.636067764863878,0.23,0.2,4.34123461517954,5.73017350222771,9658,9658
AB-S40304_S270_E1-50,0.87015510729815,1,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_1,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_1,L5/6 NP_1,1.00,1,0.516294381721107,0.826049667461191,TRUE,OPC,1.44215481726205,I2,0.87015510729815,0.48,0.38,0.761122362185106,1.63537857522273,11072,11072
AB-S40304_S274_E1-50,0.411369721538043,0.41,Neuronal: Glutamatergic,L4 IT,L4 IT_4,Neuronal: Glutamatergic,L4 IT,L4 IT_3,n72,0.88,0.461026778099949,0.279052880689379,0.546787073301196,TRUE,Microglia.PVM,0.455505291864408,PoorQ,0.411369721538043,0.36,0.18,2.53967617348665,2.70856076167296,4826,4826
AB-S40304_S279_E1-50,0.548532896837534,0.51,Neuronal: Glutamatergic,L5 IT,L5 IT_3,Neuronal: Glutamatergic,L5 IT,L5 IT_1,n87,1.00,0.754562510660072,0.249565423960762,0.581267383710085,TRUE,Microglia.PVM,1.89984079287819,Core,0.548532896837534,1,0,0.164275929984436,6.31989349246826,9389,9389
AB-S40304_S283_E1-50,0.825794199150164,1,Neuronal: Glutamatergic,L6 CT,L6 CT_1,Neuronal: Glutamatergic,L6 CT,L6 CT_1,L6 CT_1,1.00,1,0.453148732430173,0.935328879308896,TRUE,Microglia.PVM,1.50444421158487,Core,0.825794199150164,0.98,0.02,0.0308301613259766,3.28511332893308,11503,11503
AB-S40304_S284_E1-50,0.738010233101925,1,Neuronal: Glutamatergic,L6 CT,L6 CT_1,Neuronal: Glutamatergic,L6 CT,L6 CT_1,L6 CT_1,1.00,1,0.518629899915885,1.00202722589664,TRUE,Microglia.PVM,0.953797390847164,PoorQ,0.738010233101925,0.4,0.31,2.30912428527447,2.6834021688055,9102,9102
AB-S40304_S285_E1-50,0.432592395998317,0.56,Neuronal: Glutamatergic,L6 CT,L6 CT_2,Neuronal: Glutamatergic,L6b,L6b_2,n94,1.00,0.534026948661095,0.274819962081802,0.578432637574465,TRUE,Microglia.PVM,0.244191030180334,PoorQ,0.432592395998317,0.32,0.23,7.45257026194015,7.49657681987117,4359,4359
AB-S40304_S316_E1-50,0.765986027838858,0.92,Neuronal: Glutamatergic,L6 CT,L6 CT_3,Neuronal: Glutamatergic,L6 CT,L6 CT_3,L6 CT_3,0.92,1,0.424345890593056,0.924761480949119,TRUE,Microglia.PVM,2.40278365757525,PoorQ,0.765986027838858,0.28,0.23,2.02759710868373,3.58304948185951,14743,14743
AB-S40304_S317_E1-50,0.767824166524426,0.74,Neuronal: Glutamatergic,L6 IT,L6 IT_2,Neuronal: Glutamatergic,L6 IT,L6 IT_2,L6 IT_2,0.74,1,0.611072085053495,1.06294539391027,TRUE,VLMC,2.29564190372633,Core,0.767824166524426,1,0,0.164275929984436,6.31989349246826,15075,15075
AB-S40304_S318_E1-50,0.38247362245412,0.48,Neuronal: Glutamatergic,L6 CT,L6 CT_1,Neuronal: GABAergic,Sst,Sst_13,n1,1,0,0.164497638972994,0.55031254891016,TRUE,Microglia.PVM,2.32091535963577,PoorQ,0.38247362245412,0.48,0.48,1.45829951545062,4.13196157427976,10317,10317
AB-S40304_S319_E1-50,0.723362661745049,1,Neuronal: Glutamatergic,L5 IT,L5 IT_7,Neuronal: Glutamatergic,L5 IT,L5 IT_7,L5 IT_7,1.00,1,0.585731200840733,1.02763265517452,TRUE,Astrocyte,2.02772488829292,I2,0.723362661745049,0.47,0.31,0.793609649631515,0.885323583693537,13951,13951
AB-S40304_S321_E1-50,0.710729952794743,0.42,Neuronal: Glutamatergic,L5 IT,L5 IT_2,Neuronal: Glutamatergic,L5 IT,L5 IT_6,n91,0.74,0.839501961453181,0.538776948491381,0.932613998211582,TRUE,Microglia.PVM,2.40842582128184,I2,0.710729952794743,0.5,0.49,0.707785956061588,1.07888113387072,13993,13993
AB-S40304_S322_E1-50,0.712547388609225,0.44,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,n72,1.00,0.461026778099949,0.504762753704246,1.03870794785971,TRUE,Microglia.PVM,3.37304905301268,Core,0.712547388609225,0.93,0.07,0.354916453063131,3.84589351264943,17057,17057
AB-S40304_S323_E1-50,0.621568223637373,0.32,Neuronal: Glutamatergic,L4 IT,L4 IT_2,Neuronal: Glutamatergic,L5 IT,L5 IT_7,n83,0.72,0.513559611120587,0.475857208768786,0.983135553712164,TRUE,VLMC,3.37972096283549,Core,0.621568223637373,0.99,0.01,0.0979563374765891,1.36827492024491,16120,16120
AB-S40304_S328_E1-50,0.658111668780878,0.87,Neuronal: Glutamatergic,L6 IT Car3,L6 IT Car3_2,Neuronal: Glutamatergic,L6 IT,L6 IT_2,L6 IT_2,0.87,1,0.545364483208768,0.934230194803121,TRUE,Microglia.PVM,2.37175958569831,I1,0.658111668780878,0.69,0.16,0.828586934540153,1.49600937063109,13861,13861
AB-S40304_S329_E1-50,0.699719914235012,0.98,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_2,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_2,L5/6 NP_2,0.98,1,0.372975845824119,0.762422236620782,TRUE,Oligodendrocyte,2.20654885460015,Core,0.699719914235012,0.95,0.02,0.633224701743391,4.0743528390736,12891,12891
AB-S40304_S330_E1-50,0.75510309948713,0.44,Neuronal: Glutamatergic,L5 IT,L5 IT_7,Neuronal: Glutamatergic,L6 IT,L6 IT_1,n72,1.00,0.461026778099949,0.617792605016174,0.982226013868504,TRUE,Endothelial,1.71026008585465,Core,0.75510309948713,0.99,0.01,0.0761339238510491,2.16721698323007,13632,13632
AB-S40304_S331_E1-50,0.812683094426526,1,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_4,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_4,L5/6 NP_4,1.00,1,0.488182832586506,0.76514438644756,TRUE,Endothelial,1.51583424839118,I2,0.812683094426526,0.6,0.37,0.816624551071314,1.61862863862276,11692,11692
AB-S40304_S332_E1-50,0.734060457835282,0.56,Neuronal: Glutamatergic,L6b,L6b_6,Neuronal: Glutamatergic,L6b,L6b_6,n100,1.00,0.677639433736995,0.491386768533979,0.887092086151157,TRUE,Microglia.PVM,2.7999883032682,PoorQ,0.734060457835282,0.65,0.21,2.08043297533612,3.28083686084,15485,15485
AB-S40304_S334_E1-50,0.692244405007001,0.73,Neuronal: Glutamatergic,L5 IT,L5 IT_3,Neuronal: Glutamatergic,L5 IT,L5 IT_3,L5 IT_3,0.73,1,0.489241399334964,1.00557137464918,TRUE,Microglia.PVM,1.95602038750154,PoorQ,0.692244405007001,0.31,0.24,8.10367211889851,8.56015129179141,12355,12355
AB-S40304_S335_E1-50,0.567058989082785,0.25,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_1,Neuronal: Glutamatergic,L6b,L6b_4,n94,0.93,0.534026948661095,0.438367261001376,0.597954734338347,TRUE,VLMC,2.08936524871831,PoorQ,0.567058989082785,0.43,0.3,3.69709346994902,3.7471931265818,14455,14455
AB-S40304_S337_E1-50,0.55966583095495,0.53,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,n72,1.00,0.461026778099949,0.398564734502983,0.856468481219894,TRUE,Microglia.PVM,3.18608776880433,PoorQ,0.55966583095495,0.49,0.2,2.20071220390806,2.99712150057638,17206,17206
AB-S40304_S351_E1-50,0.530300962301306,0.42,Neuronal: Glutamatergic,L5 IT,L5 IT_6,Neuronal: Glutamatergic,L5 IT,L5 IT_7,n70,1.00,0.355961112058673,0.322802443997181,0.81047828199016,TRUE,Microglia.PVM,3.45596535013998,I2,0.530300962301306,0.56,0.41,0.894746672301105,1.66815659853349,14947,14947
AB-S40304_S354_E1-50,0.286903522088661,0.75,Neuronal: GABAergic,Sst,Sst_7,Neuronal: Glutamatergic,L5 ET,L5 ET_1,L5 ET_1,0.75,1,0.11541510895571,0.424949530637752,TRUE,Astrocyte,2.39784736540051,PoorQ,0.286903522088661,0.73,0.16,1.54550358851575,3.13809243057368,7748,7748
AB-S40304_S355_E1-50,0.353973192751953,0.35,Neuronal: Glutamatergic,L6b,L6b_2,Neuronal: Glutamatergic,L6b,L6b_2,n94,0.85,0.534026948661095,0.0875223146100592,0.369698951241211,FALSE,Microglia.PVM,1.8465862014207,PoorQ,0.353973192751953,0.82,0.14,0.498405999594542,1.68784077990187,10541,10541
AB-S40305_S097_E1-50,0.539895946732575,0.37,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,n73,1.00,0.568309739041446,0.293341947574499,0.7989365661697,TRUE,Microglia.PVM,1.64889651218902,Core,0.539895946732575,1,0,0.203083811537056,2.40347647743782,9382,9382
AB-S40305_S098_E1-50,0.833616159064888,0.63,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_12,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_8,n81,1.00,0.878560463926318,0.589340634249678,1.00173478728479,TRUE,Microglia.PVM,1.24466089878373,I1,0.833616159064888,0.85,0.09,0.637577939833928,3.12649795912187,11169,11169
AB-S40305_S099_E1-50,0.794048866673068,1,Neuronal: Glutamatergic,L5 IT,L5 IT_7,Neuronal: Glutamatergic,L5 IT,L5 IT_7,L5 IT_7,1.00,1,0.612678806451241,0.992819102393358,TRUE,VLMC,1.63492599920383,Core,0.794048866673068,1,0,0.203083811537056,2.40347647743782,12028,12028
AB-S40305_S100_E1-50,0.731202444169934,1,Neuronal: Glutamatergic,L5 ET,L5 ET_1,Neuronal: Glutamatergic,L5 ET,L5 ET_1,L5 ET_1,1.00,1,0.33718604266124,0.753249008543009,TRUE,Microglia.PVM,1.599373414181,Core,0.731202444169934,0.97,0.03,0.172916837317094,2.68016922817455,7997,7997
AB-S40305_S673_E1-50,0.802219547029821,0.99,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,0.99,1,0.585232511865718,1.01541671381774,TRUE,VLMC,0.729725236838955,PoorQ,0.802219547029821,0.31,0.15,5.07110468936573,5.33535738584623,8754,8754
AB-S40305_S675_E1-50,0.490616008087824,0.65,Neuronal: Glutamatergic,L6 IT,L6 IT_2,Neuronal: Glutamatergic,L5 IT,L5 IT_7,n83,0.72,0.513559611120587,0.39474178486923,0.772668398168594,TRUE,Microglia.PVM,2.38790824807599,PoorQ,0.490616008087824,0.48,0.22,0.341649894140302,1.1681942472265,10031,10031
AB-S40305_S678_E1-50,0.693291513094935,0.49,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,n76,0.76,0.732730683950196,0.506808794268242,0.85167011621178,TRUE,Endothelial,0.825559132473648,PoorQ,0.693291513094935,0.7,0.14,3.3089192702949,5.28847019355253,8287,8287
AB-S40305_S680_E1-50,0.419152554862798,0.61,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_5,Neuronal: Glutamatergic,L6b,L6b_2,n70,0.87,0.355961112058673,0.321762312790713,0.652936231500626,TRUE,VLMC,2.32209313800379,PoorQ,0.419152554862798,0.97,0.03,0.172916837317094,2.68016922817455,8005,8005
AB-S40305_S695_E1-50,0.754651787651742,0.59,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_3,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_5,n72,1.00,0.461026778099949,0.560950303942659,0.939186086478958,TRUE,Microglia.PVM,2.0108848540489,Core,0.754651787651742,1,0,0.164275929984436,6.31989349246826,12419,12419
AB-S40306_S591_E1-50,0.303217960288584,0.49,Neuronal: Glutamatergic,L6 CT,L6 CT_4,Neuronal: Glutamatergic,L6b,L6b_2,n98,0.89,0.629029507078288,0.287380525135883,0.498527478484425,TRUE,Endothelial,0.568150215964063,PoorQ,0.303217960288584,1,0,0.203083811537056,2.40347647743782,5136,5136
AB-S40306_S592_E1-50,0.755675723304915,0.69,Neuronal: Glutamatergic,L6 IT,L6 IT_2,Neuronal: Glutamatergic,L6 IT,L6 IT_1,n82,1.00,0.792938768548525,0.624671824095116,0.984321647815154,TRUE,VLMC,1.77287666783543,I2,0.755675723304915,0.54,0.46,0.379212168634316,0.774247206089964,14342,14342
AB-S40306_S601_E1-50,0.753947544223059,0.64,Neuronal: Glutamatergic,L5 IT,L5 IT_7,Neuronal: Glutamatergic,L5 IT,L5 IT_7,n72,1.00,0.461026778099949,0.480297435705348,0.931351935885614,TRUE,Microglia.PVM,1.51247993584396,Core,0.753947544223059,1,0,0.13272630233433,1.43504352055964,11674,11674
AB-S40306_S602_E1-50,0.628351417151545,0.74,Neuronal: Glutamatergic,L5 IT,L5 IT_7,Neuronal: Glutamatergic,L5 IT,L5 IT_7,L5 IT_7,0.74,1,0.329600304083197,0.846410097518497,TRUE,Microglia.PVM,2.16580240888359,I2,0.628351417151545,0.55,0.36,0.572012122637545,1.20527362690318,13070,13070
AB-S40306_S604_E1-50,0.365281568078398,0.97,Neuronal: Glutamatergic,L6 IT,L6 IT_2,Neuronal: Glutamatergic,L5 IT,L5 IT_7,L5 IT_7,0.97,1,0.124679665997542,0.388645706698228,FALSE,Microglia.PVM,1.17718177064443,PoorQ,0.365281568078398,0.97,0.03,0.0616754877495865,1.26799615962791,7791,7791
AB-S40306_S625_E1-50,0.218184656330805,0.23,Neuronal: Glutamatergic,L6b,L6b_2,Neuronal: Glutamatergic,L6 CT,L6 CT_4,n94,0.71,0.534026948661095,0.0522229042268542,0.270743932529245,FALSE,Microglia.PVM,1.45262899867215,PoorQ,0.218184656330805,0.34,0.29,3.56255093088035,4.63281932831659,7471,7471
AB-S40306_S626_E1-50,0.226350998891571,0.57,Neuronal: Glutamatergic,L6 CT,L6 CT_4,Neuronal: Glutamatergic,L6b,L6b_2,n70,1.00,0.355961112058673,0.0559175450189424,0.138625477036018,FALSE,Microglia.PVM,0.52179974198411,PoorQ,0.226350998891571,1,0,0.128737005188366,1.81889636118287,3694,3694
AB-S40306_S638_E1-50,0.83896809815443,0.99,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,0.99,1,0.60317445990092,1.04445247627828,TRUE,Astrocyte,1.32832407964986,I1,0.83896809815443,0.87,0.09,0.253929526244994,1.91756161290519,11829,11829
AB-S40306_S639_E1-50,0.87149019595994,1,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_1,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_1,L5/6 NP_1,1.00,1,0.53200412661333,0.829254021966974,TRUE,OPC,1.83532308686411,Core,0.87149019595994,1,0,0.203083811537056,2.40347647743782,13351,13351
AB-S40306_S644_E1-50,0.186263509425634,0.7,Neuronal: GABAergic,Sncg,Sncg_2,Neuronal: Glutamatergic,L4 IT,L4 IT_2,L4 IT_2,0.70,1,0.135749211797563,0.0910575998512854,FALSE,Microglia.PVM,0.135739535408488,PoorQ,0.186263509425634,1,0,0.203083811537056,2.40347647743782,1068,1068
AB-S40306_S646_E1-50,0.169757913593113,0.84,Neuronal: Glutamatergic,L6 CT,L6 CT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,L2/3 IT_2,0.84,1,0,0.219069784963015,FALSE,Microglia.PVM,1.47629881165799,PoorQ,0.169757913593113,0.45,0.27,2.15708920736165,2.33322025184384,6525,6525
AB-S40306_S740_E1-50,0.831648489929294,0.76,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_4,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_1,L5/6 NP_1,0.76,1,0.55169291720241,0.722004250769465,TRUE,OPC,0.691074205879602,I1,0.831648489929294,0.77,0.12,1.63960761206239,2.72103626520884,8822,8822
AB-S40306_S741_E1-50,0.818185541401221,1,Neuronal: Glutamatergic,L5 IT,L5 IT_2,Neuronal: Glutamatergic,L5 IT,L5 IT_2,L5 IT_2,1.00,1,0.609912125539466,0.989332175964971,TRUE,VLMC,0.639940454272859,Core,0.818185541401221,1,0,0.203083811537056,2.40347647743782,9380,9380
AB-S40306_S761_E1-50,0.165555927899595,0.19,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: GABAergic,Sst,Sst_20,n2,0.91,0.163397578031725,0.0159341904194746,0.201550314624113,FALSE,Microglia.PVM,1.59331139490073,PoorQ,0.165555927899595,0.53,0.46,0.373538092684544,0.729679456152954,6444,6444
AB-S40306_S762_E1-50,0.802761778671936,1,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_3,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_3,L5/6 NP_3,1.00,1,0.511305101007957,0.782597104606059,TRUE,OPC,1.22280574173408,PoorQ,0.802761778671936,0.19,0.16,8.18804757552886,8.40018632830946,11076,11076
AB-S40307_S291_E1-50,0.196630054584662,0.35,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,Neuronal: GABAergic,Lamp5,Lamp5_4,n2,1.00,0.163397578031725,0.0620780191309116,0.283767488229508,FALSE,Microglia.PVM,0.880360728758124,PoorQ,0.196630054584662,0.44,0.14,4.77966538436556,5.4697190065014,4215,4215
AB-S40307_S490_E1-50,0.696321031099586,1,Neuronal: Glutamatergic,L4 IT,L4 IT_4,Neuronal: Glutamatergic,L4 IT,L4 IT_4,L4 IT_4,1.00,1,0.428007844074731,0.746554969483623,TRUE,Oligodendrocyte,0.423213608090184,I2,0.696321031099586,0.66,0.34,1.00533614866382,2.23480530153306,5923,5923
AB-S40307_S551_E1-50,0.747026294276195,0.94,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,L2/3 IT_13,0.94,1,0.525890849819794,0.901478488935776,TRUE,Oligodendrocyte,1.81329983047593,Core,0.747026294276195,1,0,0.203083811537056,2.40347647743782,10123,10123
AB-S40307_S552_E1-50,0.803722982040406,0.72,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_5,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_3,L2/3 IT_3,0.72,1,0.617124781324845,0.920778110704399,TRUE,VLMC,1.28354365471146,PoorQ,0.803722982040406,0.33,0.18,5.91259469915857,6.07903945321991,11637,11637
AB-S40307_S676_E1-50,0.83993313544226,0.95,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,L2/3 IT_13,0.95,1,0.655540717916166,1.09619924956358,TRUE,Endothelial,1.40888620078365,PoorQ,0.83993313544226,0.29,0.25,6.52263936822278,6.86646510317276,13312,13312
AB-S40307_S703_E1-50,0.213452376835549,0.5,Neuronal: GABAergic,Sst,Sst_12,Neuronal: Glutamatergic,L6b,L6b_4,n70,0.89,0.355961112058673,0.0654050635342295,0.372575133390569,FALSE,Microglia.PVM,2.37817972247811,PoorQ,0.213452376835549,0.75,0.19,3.21408261722011,4.46154210866778,13479,13479
AB-S40307_S704_E1-50,0.752246749447699,0.88,Neuronal: Glutamatergic,L4 IT,L4 IT_1,Neuronal: Glutamatergic,L4 IT,L4 IT_1,L4 IT_1,0.88,1,0.493174316123635,0.825674382561125,TRUE,Microglia.PVM,1.37699633804569,PoorQ,0.752246749447699,0.6,0.08,4.92554600553386,6.73390011171316,11895,11895
AB-S40307_S705_E1-50,0.717318304454605,0.94,Neuronal: Glutamatergic,L4 IT,L4 IT_2,Neuronal: Glutamatergic,L4 IT,L4 IT_3,L4 IT_3,0.94,1,0.561861649488758,0.843284805896953,TRUE,Endothelial,1.07853857226525,PoorQ,0.717318304454605,0.2,0.18,9.44651138712504,10.0214376757032,10708,10708
AB-S40307_S719_E1-50,0.58130755314773,0.77,Neuronal: Glutamatergic,L5 IT,L5 IT_3,Neuronal: Glutamatergic,L5 IT,L5 IT_3,L5 IT_3,0.77,1,0.273319802992252,0.701234591492141,TRUE,Microglia.PVM,3.07874671794999,PoorQ,0.58130755314773,0.21,0.21,6.44296512417683,6.72499953740646,16241,16241
AB-S40307_S720_E1-50,0.681868233849262,0.61,Neuronal: Glutamatergic,L6 CT,L6 CT_2,Neuronal: Glutamatergic,L6 CT,L6 CT_2,n97,1.00,0.873784751833532,0.551574452773504,0.927434995604521,TRUE,VLMC,2.33445540317387,PoorQ,0.681868233849262,0.24,0.14,7.56184839853623,8.27168651739263,14217,14217
AB-S40307_S734_E1-50,0.546832721960885,0.9,Neuronal: Glutamatergic,L6 IT,L6 IT_2,Neuronal: Glutamatergic,L6 IT,L6 IT_2,L6 IT_2,0.90,1,0.243051686583957,0.672231801742222,TRUE,Microglia.PVM,2.62650148853824,PoorQ,0.546832721960885,0.57,0.19,3.87184174391893,4.334527459585,14444,14444
AB-S40307_S747_E1-50,0.236356469818014,0.63,Neuronal: Glutamatergic,L6b,L6b_2,Neuronal: Glutamatergic,L6b,L6b_5,n101,0.99,0.79020979020979,0.0884297609053968,0.332884932498609,FALSE,Microglia.PVM,1.71850625024969,PoorQ,0.236356469818014,0.99,0.01,0.551208385967855,2.64217308065916,10178,10178
AB-S40307_S748_E1-50,0.182844704484342,0.37,Neuronal: GABAergic,Sst,Sst_1,Neuronal: Glutamatergic,L5 ET,L5 ET_2,n70,0.80,0.355961112058673,0.102466009937068,0.335510724285926,FALSE,Microglia.PVM,1.95039904788731,PoorQ,0.182844704484342,0.22,0.2,5.62516014599097,6.2081785811888,10541,10541
AB-S40307_S750_E1-50,0.714747049168847,0.88,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_3,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_1,L5/6 NP_1,0.88,1,0.554979768554214,0.887254021400319,TRUE,OPC,1.93923971186593,PoorQ,0.714747049168847,0.56,0.17,2.6772954222578,2.94719867235547,15516,15516
AB-S40307_S755_E1-50,0.588432963935229,0.5,Neuronal: Glutamatergic,L5 IT,L5 IT_3,Neuronal: Glutamatergic,L5 IT,L5 IT_3,n83,0.78,0.513559611120587,0.497993906802231,0.919665738839787,TRUE,Microglia.PVM,3.46293281999736,I2,0.588432963935229,0.59,0.41,0.521879396379587,0.637054234399064,16465,16465
AB-S40307_S759_E1-50,0.68300616067727,0.44,Neuronal: Glutamatergic,L5 IT,L5 IT_2,Neuronal: Glutamatergic,L5 IT,L5 IT_1,n84,0.71,0.53487975439195,0.585461581667763,0.921538242586273,TRUE,Endothelial,1.36414951227214,I3,0.68300616067727,0.27,0.25,1.60043074077226,2.48468904328637,12997,12997
AB-S40307_S760_E1-50,0.76542093729352,0.85,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_1,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_1,L5/6 NP_1,0.85,1,0.54128317307483,0.828812360713889,TRUE,Oligodendrocyte,1.58035860077603,PoorQ,0.76542093729352,0.5,0.33,2.93833162750548,4.72471219321245,13818,13818
AB-S40308_S200_E1-50,0.295632741994383,0.19,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,n1,1,0,0.243473605682946,0.443586806775901,TRUE,Microglia.PVM,0.302182399484121,PoorQ,0.295632741994383,0.97,0.03,0.00657999877737101,3.06508249423668,2927,2927
AB-S40308_S210_E1-50,0.271660537707054,0.24,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,Neuronal: Glutamatergic,L6b,L6b_2,n70,0.74,0.355961112058673,0.159535440948816,0.364027700461201,FALSE,Microglia.PVM,0.416182511492877,PoorQ,0.271660537707054,0.57,0.11,5.4056996953145,7.0273214849389,3224,3224
AB-S40308_S216_E1-50,0.574421621406081,0.31,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L6 IT,L6 IT_2,n75,0.87,0.632611291147877,0.438210301193033,0.983801994294933,TRUE,Microglia.PVM,3.32299036813212,PoorQ,0.574421621406081,0.56,0.25,5.68681056158434,6.92527895424599,12022,12022
AB-S40308_S218_E1-50,0.634302259821256,0.61,Neuronal: Glutamatergic,L5 IT,L5 IT_3,Neuronal: Glutamatergic,L5 IT,L5 IT_3,n84,0.78,0.53487975439195,0.465330982173084,0.908195820703474,TRUE,Microglia.PVM,1.96796613987584,PoorQ,0.634302259821256,0.32,0.31,8.18340592780574,8.26589091230594,8259,8259
AB-S40308_S220_E1-50,0.675480915629301,0.92,Neuronal: Glutamatergic,L4 IT,L4 IT_1,Neuronal: Glutamatergic,L5 IT,L5 IT_6,L5 IT_6,0.92,1,0.462588616175364,0.967298931204508,TRUE,Microglia.PVM,2.00178099066491,I1,0.675480915629301,0.88,0.07,0.192801605252365,1.65712226033088,9350,9350
AB-S40308_S246_E1-50,0.786512761402835,1,Neuronal: Glutamatergic,L5 IT,L5 IT_7,Neuronal: Glutamatergic,L5 IT,L5 IT_7,L5 IT_7,1.00,1,0.616154926293492,1.01130846905139,TRUE,Microglia.PVM,1.03351934103446,PoorQ,0.786512761402835,0.26,0.2,9.25805469822051,10.066820359927,8998,8998
AB-S40308_S247_E1-50,0.66818203270961,0.81,Neuronal: Glutamatergic,L5 IT,L5 IT_5,Neuronal: Glutamatergic,L5 IT,L5 IT_7,L5 IT_7,0.81,1,0.449906179843668,0.908896197793033,TRUE,Microglia.PVM,2.6125433067995,I1,0.66818203270961,0.75,0.25,0.141676261208556,0.890719219992591,12049,12049
AB-S40308_S282_E1-50,0.151820198084527,0.22,Neuronal: Glutamatergic,L6 CT,L6 CT_2,Neuronal: GABAergic,Pax6,Pax6_3,n10,0.73,0.370288248337029,0,0.184289855287265,FALSE,Microglia.PVM,1.25540681813925,PoorQ,0.151820198084527,0.59,0.37,5.70339742377624,7.71847366838598,4331,4331
AB-S40309_S624_E1-50,0.377562573753082,0.33,Neuronal: Glutamatergic,L6 IT,L6 IT_2,Neuronal: Glutamatergic,L6 CT,L6 CT_1,n70,0.99,0.355961112058673,0.254477208486393,0.533078868836296,TRUE,Astrocyte,0.271630909936758,PoorQ,0.377562573753082,0.57,0.31,5.53526405068432,7.65028108343296,2956,2956
AB-S40309_S626_E1-50,0.637011549329197,0.52,Neuronal: Glutamatergic,L5 IT,L5 IT_6,Neuronal: Glutamatergic,L5 IT,L5 IT_7,n91,1.00,0.839501961453181,0.467662766098809,0.869137804750345,TRUE,Oligodendrocyte,0.60698284929743,PoorQ,0.637011549329197,0.65,0.08,4.29818385527171,5.66435879855473,8822,8822
AB-S40309_S636_E1-50,0.788373586104148,0.62,Neuronal: Glutamatergic,L5 IT,L5 IT_6,Neuronal: Glutamatergic,L5 IT,L5 IT_6,n91,1.00,0.839501961453181,0.57562200646437,1.05401469470348,TRUE,Oligodendrocyte,2.37715933758816,PoorQ,0.788373586104148,0.41,0.27,6.70273976612401,6.80852160444173,13985,13985
