"",score.Corr,score.Tree,class_Corr,subclass_Corr,cluster_Corr,class_Tree,subclass_Tree,cluster_Tree,cluster,cluster_score,res.index,quality_score,marker_sum_norm,Norm_Marker_Sum.0.4,contaminationType,contam_sum,Tree_call,Tree_first_cor,Tree_first_bt,Tree_second_bt,Tree_first_KL,Tree_second_KL,number_genes_CPMgt0,number_genes_CPMgt1
SM-GE95M_S060_E1-50,0.710560500210043,0.6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,n78,0.99,0.791744840525328,0.585132742846714,0.905769692620098,TRUE,Endothelial,1.53568189870263,PoorQ,0.710560500210043,0.55,0.26,4.57246225179414,5.82803253256252,14216,12923
SM-GE95M_S061_E1-50,0.330883256267454,0.41,Neuronal: Glutamatergic,L6b,L6b_2,Neuronal: GABAergic,Sncg,Sncg_1,n16,0.71,0.396384103701177,0.227626326439884,0.359997869233465,FALSE,Endothelial,0.921190436929063,PoorQ,0.330883256267454,0.42,0.22,3.09562664628997,5.7135094338872,7314,7314
SM-GE8Y4_S143_E1-50,0.36451510436322,0.28,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,Neuronal: Glutamatergic,L5 IT,L5 IT_7,n72,0.76,0.461026778099949,0.238774747823668,0.595493937300343,TRUE,Microglia.PVM,2.46462016170276,PoorQ,0.36451510436322,0.27,0.2,7.4371085564653,7.79490485732231,10113,10113
SM-GE8Y4_S144_E1-50,0.708353869052348,0.54,Neuronal: Glutamatergic,L5 IT,L5 IT_7,Neuronal: Glutamatergic,L6 IT,L6 IT_1,n75,0.89,0.632611291147877,0.634828591823783,0.91291509464503,TRUE,VLMC,1.4715547221036,PoorQ,0.708353869052348,0.31,0.2,6.24737279915869,7.19642608883892,14014,12305
SM-GE8XW_S030_E1-50,0.377302804734336,0.31,Neuronal: Glutamatergic,L5 IT,L5 IT_6,Neuronal: Glutamatergic,L5 ET,L5 ET_1,n71,0.86,0.406617772471431,0.376240519774975,0.639653112562581,TRUE,Microglia.PVM,1.25901880824414,PoorQ,0.377302804734336,1,0,0.169593009986973,2.74571590521406,7173,7173
SM-GE8XW_S032_E1-50,0.298006536168001,0.29,Neuronal: Glutamatergic,L5 ET,L5 ET_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,n1,1,0,0.263222827249158,0.467479747527784,TRUE,Astrocyte,1.38678956726173,PoorQ,0.298006536168001,0.41,0.14,7.31921250452583,7.65492067585365,8589,8589
SM-GE8XW_S034_E1-50,0.357579879624738,0.35,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_10,Neuronal: Glutamatergic,L6 IT,L6 IT_2,n1,1,0,0.3545165301654,0.606312162967072,TRUE,Endothelial,1.64834390534412,PoorQ,0.357579879624738,0.65,0.16,4.17776560177342,4.78051883480301,9121,9121
SM-GE8XQ_S069_E1-50,0.132713418184723,0.31,Neuronal: GABAergic,Sst,Sst_20,Neuronal: Glutamatergic,L4 IT,L4 IT_2,n70,0.76,0.355961112058673,0,0.0916065672510328,FALSE,Microglia.PVM,0.824584820372674,PoorQ,0.132713418184723,0.36,0.2,6.02107479690237,6.64592748870826,3919,3919
SM-GE8XQ_S070_E1-50,0.126373197110934,0.72,Neuronal: Glutamatergic,L6 CT,L6 CT_4,Neuronal: Glutamatergic,L5 ET,L5 ET_2,L5 ET_2,0.72,1,0.0436842688993988,0.130465471958782,FALSE,Microglia.PVM,0.33037189759908,PoorQ,0.126373197110934,0.42,0.35,5.74142831223338,5.89874265398963,2622,2622
SM-GE8XQ_S071_E1-50,0.1283202687911,0.37,Neuronal: Glutamatergic,L6b,L6b_2,Neuronal: GABAergic,Sncg,Sncg_2,n1,1,0,0,0.161667677776046,FALSE,Microglia.PVM,1.79697645578465,PoorQ,0.1283202687911,0.25,0.16,8.80073786624931,9.54589314018653,8352,8352
SM-GE8XQ_S072_E1-50,0.42218591565283,0.69,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_12,Neuronal: Glutamatergic,L6 IT,L6 IT_2,n82,0.89,0.792938768548525,0.207260105276455,0.556242851944508,TRUE,Microglia.PVM,0.664616969351591,PoorQ,0.42218591565283,1,0,0.0272655942772897,2.71202354344472,5266,5266
SM-GE8XQ_S085_E1-50,0.761371732005457,1,Neuronal: Glutamatergic,L4 IT,L4 IT_2,Neuronal: Glutamatergic,L4 IT,L4 IT_2,L4 IT_2,1.00,1,0.450246066872626,0.913514068068582,TRUE,Microglia.PVM,0.94550263380713,PoorQ,0.761371732005457,0.44,0.11,6.98929258833159,9.43234397777537,7039,7039
SM-GE8XQ_S086_E1-50,0.777224306101395,0.5,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,n73,1.00,0.568309739041446,0.442801988526947,0.874661235316167,TRUE,Microglia.PVM,1.59445377926749,PoorQ,0.777224306101395,0.5,0.23,6.24900948503645,6.58097324896992,11224,11224
SM-GE8XQ_S129_E1-50,0.818474683372871,0.65,Neuronal: Glutamatergic,L5 IT,L5 IT_6,Neuronal: Glutamatergic,L5 IT,L5 IT_5,n92,1.00,0.922394678492239,0.569955126252471,1.02930676452318,TRUE,Oligodendrocyte,1.78831048304794,I1,0.818474683372871,0.6,0.17,0.196155502905225,2.52290845278839,14866,13296
SM-GE8XQ_S130_E1-50,0.84088048806895,0.87,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_1,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_1,L5/6 NP_1,0.87,1,0.555783975872927,0.876717824252344,TRUE,Endothelial,1.26692885048613,I3,0.84088048806895,0.33,0.32,1.76769780212622,1.99779401911663,13373,11723
SM-GE8XQ_S131_E1-50,0.794739971774372,1,Neuronal: Glutamatergic,L4 IT,L4 IT_2,Neuronal: Glutamatergic,L4 IT,L4 IT_3,L4 IT_3,1.00,1,0.557867860839708,1.0174281689521,TRUE,Microglia.PVM,1.28584158318724,PoorQ,0.794739971774372,0.55,0.26,2.82456622039794,2.85240061330285,12364,10793
SM-GE8XQ_S132_E1-50,0.788233377335858,1,Neuronal: Glutamatergic,L6 CT,L6 CT_3,Neuronal: Glutamatergic,L6 CT,L6 CT_2,L6 CT_2,1.00,1,0.630508575575407,1.01076491700006,TRUE,Oligodendrocyte,1.37435599871245,Core,0.788233377335858,0.97,0.03,0.129043007807285,2.1793695564586,13295,11745
SM-GE8XQ_S161_E1-50,0.383793569167648,0.58,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_12,Neuronal: GABAergic,Pvalb,Pvalb_9,n37,1.00,0.340781170049463,0.300015037372587,0.557723544543458,TRUE,Astrocyte,0.998177518861014,PoorQ,0.383793569167648,0.27,0.23,3.91478321963948,4.23837912976824,8098,8098
SM-GE8XF_S001_E1-50,0.727672168958938,1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,L2/3 IT_2,1.00,1,0.384717105911327,0.668410184768571,TRUE,Endothelial,0.623414852381697,I1,0.727672168958938,0.57,0.21,1.32195151429782,1.3384098106515,7769,6050
SM-GE8XF_S004_E1-50,0.716014439993435,0.3,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_8,n73,1.00,0.568309739041446,0.500188487755626,0.81211448913446,TRUE,Microglia.PVM,0.967997605794912,PoorQ,0.716014439993435,0.47,0.42,3.64118606509561,4.71919816094488,9923,7740
SM-GE8XF_S006_E1-50,0.245130160101566,0.51,Neuronal: Glutamatergic,L6b,L6b_2,Neuronal: Glutamatergic,L6b,L6b_2,n1,1,0,0.124391168883274,0.209464804505171,FALSE,Microglia.PVM,0.646336157236641,PoorQ,0.245130160101566,0.5,0.37,0.425716267044671,0.561591278577448,4214,4214
SM-GE8XF_S008_E1-50,0.301812074816573,0.17,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L5 IT,L5 IT_7,n70,0.73,0.355961112058673,0.205924371955624,0.457198342408285,TRUE,VLMC,0.728810199696286,PoorQ,0.301812074816573,0.42,0.25,3.17286213157988,3.7288775516774,4633,4633
SM-GE8XF_S012_E1-50,0.315241213085292,0.29,Neuronal: GABAergic,Pvalb,Pvalb_9,Neuronal: GABAergic,Sst Chodl,Sst Chodl_2,n37,0.77,0.340781170049463,0.263346991043108,0.491650085469252,TRUE,VLMC,1.11957834528736,PoorQ,0.315241213085292,0.3,0.25,1.43936227896743,2.55328081178698,5402,5402
SM-GE8XF_S014_E1-50,0.48066553481583,0.64,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,n73,1.00,0.568309739041446,0.298691391997615,0.722350925722235,TRUE,Microglia.PVM,1.6742776631583,PoorQ,0.48066553481583,0.35,0.21,7.23940362818736,8.07585978735026,9068,9068
SM-GE8XF_S015_E1-50,0.687600237786811,0.85,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,0.85,1,0.544595781492239,0.900717107558608,TRUE,OPC,1.2239910431278,I2,0.687600237786811,0.57,0.39,1.03814655769082,1.94236164418616,10611,10611
SM-GE8XF_S022_E1-50,0.607595732163143,1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_10,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,1.00,1,0.424998439517265,0.941213575653806,TRUE,Microglia.PVM,3.02301911057153,PoorQ,0.607595732163143,0.19,0.17,7.01191982894716,7.88835058990989,13988,13988
SM-GE8XF_S023_E1-50,0.52154638162165,0.23,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,Neuronal: Glutamatergic,L6 IT,L6 IT_2,n72,0.81,0.461026778099949,0.401273114106808,0.91284447380489,TRUE,Microglia.PVM,3.75007342354296,PoorQ,0.52154638162165,0.76,0.15,2.30542255143887,4.10337149114017,15377,15377
SM-GE8XF_S026_E1-50,0.683589209649593,0.35,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_10,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,n76,1.00,0.732730683950196,0.533616351766618,1.00020948124801,TRUE,VLMC,2.37816980319292,PoorQ,0.683589209649593,0.51,0.25,6.53325039854968,7.41127481478411,13903,13903
SM-GE8XF_S027_E1-50,0.444111979647843,0.3,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,Neuronal: Glutamatergic,L5 IT,L5 IT_7,n1,1,0,0.320192507234593,0.821300211816548,TRUE,Microglia.PVM,3.56220149970191,PoorQ,0.444111979647843,0.59,0.17,5.3311319789848,7.72088045136041,12706,12706
SM-GE8XF_S028_E1-50,0.448730161976166,0.37,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,n74,0.71,0.692819375746205,0.328202230747127,0.566144809699363,TRUE,Microglia.PVM,0.668556584751349,PoorQ,0.448730161976166,0.38,0.18,8.24375492722829,9.62020643212049,4261,4261
SM-GE8XF_S029_E1-50,0.568825305563477,0.92,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,L2/3 IT_6,0.92,1,0.359518169945419,0.699373769545507,TRUE,Microglia.PVM,1.14815038032706,PoorQ,0.568825305563477,0.24,0.2,6.92131703310237,8.6709096067651,7959,7959
SM-GE5VR_S113_E1-50,0.670467769044126,1,Neuronal: Glutamatergic,L5 ET,L5 ET_2,Neuronal: Glutamatergic,L5 ET,L5 ET_2,L5 ET_2,1.00,1,0.517516280743873,0.819215225668714,TRUE,Endothelial,1.8073155299407,PoorQ,0.670467769044126,0.55,0.15,4.12444403553027,4.42356497195436,15249,15249
SM-GE5VR_S114_E1-50,0.290104856305645,0.26,Neuronal: GABAergic,Sst Chodl,Sst Chodl_2,Neuronal: Glutamatergic,L5 ET,L5 ET_1,n1,1,0,0.216695122642195,0.475633664354908,TRUE,Microglia.PVM,2.05400596244226,PoorQ,0.290104856305645,0.38,0.24,7.8732405309007,8.94823487726457,10133,10133
SM-GE5VR_S148_E1-50,0.369508584160171,0.25,Neuronal: Glutamatergic,L5 IT,L5 IT_6,Neuronal: Glutamatergic,L6 CT,L6 CT_1,n70,1.00,0.355961112058673,0.25688032152403,0.76506906755011,TRUE,Microglia.PVM,3.06877041975669,PoorQ,0.369508584160171,0.69,0.23,0.299535011881968,1.58905425285668,11004,11004
SM-GE5VR_S151_E1-50,0.301446001019513,0.38,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,Neuronal: Glutamatergic,L4 IT,L4 IT_3,n83,0.78,0.513559611120587,0.274442856161104,0.514306061070507,TRUE,Microglia.PVM,1.28123442527336,PoorQ,0.301446001019513,0.51,0.44,0.371813856950093,0.597174574113302,7206,7206
SM-GE5VR_S152_E1-50,0.71263960343737,0.98,Neuronal: Glutamatergic,L5 IT,L5 IT_7,Neuronal: Glutamatergic,L5 IT,L5 IT_7,L5 IT_7,0.98,1,0.554387390382025,0.808975126729891,TRUE,Endothelial,0.886504497546076,PoorQ,0.71263960343737,0.22,0.18,9.28278326430035,9.6721759935044,11366,9688
SM-GE5VR_S153_E1-50,0.442191246432734,0.95,Neuronal: Glutamatergic,L4 IT,L4 IT_4,Neuronal: Glutamatergic,L4 IT,L4 IT_3,L4 IT_3,0.95,1,0.404487709593856,0.686112544904133,TRUE,Oligodendrocyte,0.690910777817903,PoorQ,0.442191246432734,0.18,0.11,10.2586892429642,10.2928863241086,9100,7842
SM-GE5VR_S154_E1-50,0.390699014816652,0.26,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,Neuronal: GABAergic,Pvalb,Pvalb_9,n37,0.79,0.340781170049463,0.259537501165837,0.381869574900021,FALSE,Astrocyte,0.347577129956268,PoorQ,0.390699014816652,0.46,0.41,1.3834143973003,3.57651450938502,5752,5752
SM-GE5VR_S171_E1-50,0.631489569409647,1,Neuronal: Glutamatergic,L5 ET,L5 ET_2,Neuronal: Glutamatergic,L5 ET,L5 ET_2,L5 ET_2,1.00,1,0.355922344026172,0.712232998966927,TRUE,Endothelial,0.84250234661975,I1,0.631489569409647,0.88,0.06,0.843525765229529,1.6937270980159,13219,12230
SM-GE5VR_S172_E1-50,0.544618617516711,1,Neuronal: Glutamatergic,L5 ET,L5 ET_2,Neuronal: Glutamatergic,L5 ET,L5 ET_2,L5 ET_2,1.00,1,0.400859802774439,0.613745459584171,TRUE,Endothelial,0.514175673950776,PoorQ,0.544618617516711,0.22,0.14,7.81225397929043,8.97169038507881,10787,9774
SM-GE5VR_S174_E1-50,0.729727552872861,0.83,Neuronal: Glutamatergic,L6 IT,L6 IT_1,Neuronal: Glutamatergic,L6 IT,L6 IT_1,L6 IT_1,0.83,1,0.590442676076283,0.998970973647997,TRUE,VLMC,1.63235045504657,PoorQ,0.729727552872861,0.2,0.18,8.81239576933848,9.00727444037035,14316,12673
SM-GE5VJ_S038_E1-50,0.751716624489084,1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,1.00,1,0.345648174174613,0.856418926456461,TRUE,Microglia.PVM,1.8963763878916,I2,0.751716624489084,0.48,0.47,0.474735442470304,1.12461527611237,10879,10879
SM-GE5VJ_S039_E1-50,0.871856772446087,1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,1.00,1,0.528510991110988,0.934875885475716,TRUE,Endothelial,0.756126703086931,Core,0.871856772446087,0.99,0.01,0.120071766322259,2.05771881808564,11257,9508
SM-GE5VJ_S040_E1-50,0.844471025471376,0.97,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,0.97,1,0.576503149392006,1.02522461107157,TRUE,Astrocyte,1.01652108030632,Core,0.844471025471376,1,0,0.126004165195784,2.10863183235323,11681,11681
SM-GE5VJ_S047_E1-50,0.874554442241404,1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,1.00,1,0.574966760040181,0.938877594566804,TRUE,VLMC,0.478125668565195,PoorQ,0.874554442241404,0.25,0.13,8.50847327472801,9.79459822687669,10901,10901
SM-GE5VJ_S049_E1-50,0.804956171240586,0.65,Neuronal: Glutamatergic,L4 IT,L4 IT_4,Neuronal: Glutamatergic,L4 IT,L4 IT_3,n86,1.00,0.698447893569845,0.550579833042853,1.06664052802015,TRUE,Microglia.PVM,1.82106873780118,Core,0.804956171240586,1,0,0.236213293251974,1.84639716092506,13788,12354
SM-GE5VJ_S050_E1-50,0.832478757238989,1,Neuronal: Glutamatergic,L4 IT,L4 IT_4,Neuronal: Glutamatergic,L4 IT,L4 IT_4,L4 IT_4,1.00,1,0.627137207003438,1.02783875703854,TRUE,Microglia.PVM,0.893712701490329,PoorQ,0.832478757238989,0.75,0.17,2.53332989976916,2.59265271010429,11880,10327
SM-GE5VJ_S052_E1-50,0.794789789513539,0.88,Neuronal: Glutamatergic,L4 IT,L4 IT_4,Neuronal: Glutamatergic,L4 IT,L4 IT_4,L4 IT_4,0.88,1,0.617831921363317,0.999996597649779,TRUE,Microglia.PVM,0.487942391410185,PoorQ,0.794789789513539,0.18,0.14,7.81913701319185,8.05937737069793,10468,8988
SM-GE5VJ_S061_E1-50,0.802226216347284,0.6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,n73,1.00,0.568309739041446,0.618420237568365,0.949548882003366,TRUE,Microglia.PVM,0.34031198651193,PoorQ,0.802226216347284,0.66,0.34,4.94740987893182,5.92456014585605,8565,8565
SM-GE5VJ_S068_E1-50,0.842210396347275,0.98,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,0.98,1,0.593971732742876,1.05442297744677,TRUE,Endothelial,0.588869495262195,PoorQ,0.842210396347275,0.59,0.14,3.13556334463818,4.15186475887943,11242,9731
SM-GE5VJ_S069_E1-50,0.570407431452846,0.65,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,n73,1.00,0.568309739041446,0.400324736385115,0.599994024034863,TRUE,Endothelial,0.0942157843717284,PoorQ,0.570407431452846,0.3,0.14,6.57436726733677,7.17988882326786,6544,6544
SM-GE5VJ_S071_E1-50,0.815755128338313,0.61,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_12,n78,0.83,0.791744840525328,0.558992367257539,1.01329493911056,TRUE,Endothelial,0.702894041082595,PoorQ,0.815755128338313,0.7,0.2,2.57619339137237,2.87186847492112,11088,9515
SM-GE5VJ_S072_E1-50,0.433452065928179,0.48,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_8,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_8,n76,0.96,0.732730683950196,0.220903725280191,0.439479318887076,TRUE,Microglia.PVM,0.161471120170292,PoorQ,0.433452065928179,0.27,0.16,4.2440573674045,5.39516842603905,5514,5514
SM-GE5VJ_S073_E1-50,0.781004248141407,0.66,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,n73,1.00,0.568309739041446,0.544519101226872,0.975186985537561,TRUE,Microglia.PVM,1.06368829647222,I2,0.781004248141407,0.54,0.32,0.514625169016318,0.673224361030273,11691,10033
SM-GE5VJ_S074_E1-50,0.760244877245277,0.48,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_10,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,n73,1.00,0.568309739041446,0.603527981038979,0.950831046111583,TRUE,Endothelial,0.49693414156853,PoorQ,0.760244877245277,0.36,0.35,3.39251792658192,3.52199465041557,11286,9704
SM-GE5VJ_S078_E1-50,0.835150006529218,1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,L2/3 IT_2,1.00,1,0.502770586376803,0.950370806788196,TRUE,Microglia.PVM,1.24748762267421,I1,0.835150006529218,0.69,0.18,1.86459097756899,3.38879737071974,11412,9916
SM-GE5VJ_S087_E1-50,0.507638640283745,0.99,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_8,L2/3 IT_8,0.99,1,0.315644891995276,0.648612997118721,TRUE,Astrocyte,0.314877267647434,I1,0.507638640283745,0.58,0.12,1.5471153274219,1.75130016642815,6509,6509
SM-GE5VJ_S088_E1-50,0.368047170502479,0.52,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L6 CT,L6 CT_4,n70,1.00,0.355961112058673,0.287386323831869,0.39953917488231,FALSE,Oligodendrocyte,0.0278069164767679,PoorQ,0.368047170502479,0.44,0.23,2.52037541822529,3.12951547146002,3339,3339
SM-GE5VJ_S090_E1-50,0.793704256778646,0.8,Neuronal: Glutamatergic,L5 IT,L5 IT_5,Neuronal: Glutamatergic,L5 IT,L5 IT_7,L5 IT_7,0.80,1,0.572047661180096,0.951970840060071,TRUE,Astrocyte,1.00754220173974,Core,0.793704256778646,0.94,0.06,0.528127723874919,2.69789108081713,11275,11275
SM-GE5VJ_S093_E1-50,0.784089759430561,1,Neuronal: Glutamatergic,L4 IT,L4 IT_2,Neuronal: Glutamatergic,L4 IT,L4 IT_2,L4 IT_2,1.00,1,0.554692261122674,0.886042038882562,TRUE,Endothelial,0.576161288749462,Core,0.784089759430561,0.99,0.01,0.158150565387109,2.72258134628496,8907,8907
SM-GE5VJ_S095_E1-50,0.844004847501847,0.99,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,0.99,1,0.633156294774034,0.97846461044351,TRUE,Endothelial,0.355293749489775,PoorQ,0.844004847501847,0.52,0.19,2.01502884478221,3.60215007804597,10776,9099
SM-GE5V9_S104_E1-50,0.403538302266459,0.93,Neuronal: Glutamatergic,L5 ET,L5 ET_1,Neuronal: Glutamatergic,L5 ET,L5 ET_1,L5 ET_1,0.93,1,0.281686488576833,0.476819365271887,TRUE,Microglia.PVM,0.314621164849457,PoorQ,0.403538302266459,1,0,0.0272655942772897,2.71202354344472,5990,5990
SM-GE5V9_S106_E1-50,0.218681167103289,0.39,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,Neuronal: GABAergic,Sst,Sst_12,n37,0.98,0.340781170049463,0.133427009905365,0.22360398952645,FALSE,Microglia.PVM,0.381664270200878,PoorQ,0.218681167103289,0.35,0.33,0.424422382238597,1.93623880450495,2850,2850
SM-GE5V9_S107_E1-50,0.161634555897994,0.16,Neuronal: GABAergic,Sst,Sst_7,Neuronal: Glutamatergic,L6 CT,L6 CT_4,n1,1,0,0.0761474851567792,0.17041619352139,FALSE,Microglia.PVM,0.169057546403936,PoorQ,0.161634555897994,0.52,0.19,5.82139840398769,8.49638252402406,2217,2217
SM-GE5V9_S108_E1-50,0.492547769992656,0.89,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_3,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_3,L2/3 IT_3,0.89,1,0.312147362255616,0.275765838914521,FALSE,VLMC,0.0642089052960978,PoorQ,0.492547769992656,0.72,0.07,3.51708104444041,6.35750207956728,3538,3538
SM-GE5V9_S109_E1-50,0.346100418152374,0.3,Neuronal: Glutamatergic,L5 IT,L5 IT_2,Neuronal: GABAergic,Sst,Sst_12,n1,1,0,0.164830971653242,0.289474398469718,FALSE,Microglia.PVM,0.333199337245721,PoorQ,0.346100418152374,0.98,0.02,0.0842658068679346,3.36658040778787,3927,3927
SM-GE5V9_S110_E1-50,0.302834733330019,0.34,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_8,Neuronal: Glutamatergic,L5 ET,L5 ET_1,n71,0.99,0.406617772471431,0.214305875492849,0.40305147740331,TRUE,Astrocyte,0.58236766949324,PoorQ,0.302834733330019,0.84,0.14,0.277000706213177,3.30703760675828,4262,4262
SM-GE5V9_S111_E1-50,0.587655401655675,0.66,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,n75,0.84,0.632611291147877,0.407468610246666,0.777271612397444,TRUE,Astrocyte,0.811880215070177,PoorQ,0.587655401655675,0.38,0.16,7.64917843547467,9.25152528451711,7857,7857
SM-GE5V9_S112_E1-50,0.33991480716284,0.36,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,Neuronal: Glutamatergic,L5 IT,L5 IT_7,n1,1,0,0.138445192870115,0.373926217226671,FALSE,Astrocyte,1.68003696576658,PoorQ,0.33991480716284,0.51,0.28,2.94139587698955,3.8108641009126,6335,6335
SM-GE5V9_S121_E1-50,0.827531147185735,0.92,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,0.92,1,0.606482816410376,0.965561037631825,TRUE,Astrocyte,1.28859285175252,I1,0.827531147185735,0.71,0.26,0.551344457836009,4.44249360545401,12405,10890
SM-GE5V9_S122_E1-50,0.843974442738797,1,Neuronal: Glutamatergic,L4 IT,L4 IT_2,Neuronal: Glutamatergic,L4 IT,L4 IT_2,L4 IT_2,1.00,1,0.609381844950093,1.00154094026917,TRUE,Endothelial,0.72659435487936,PoorQ,0.843974442738797,0.39,0.26,3.12435099163346,3.32562406394122,11114,9583
SM-GE5V9_S123_E1-50,0.807049310673492,0.5,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_10,n78,0.73,0.791744840525328,0.584124450280723,1.02307200636935,TRUE,Astrocyte,1.48894119118414,I2,0.807049310673492,0.63,0.32,0.541615364767002,1.58387890708562,12679,11115
SM-GE5V9_S125_E1-50,0.304050175451172,0.42,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: GABAergic,Vip,Vip_14,n16,0.76,0.396384103701177,0.235297714001987,0.46960854705403,TRUE,Microglia.PVM,0.380835592549622,PoorQ,0.304050175451172,0.81,0.18,0.49272511852915,1.1816097821322,5126,5126
SM-GE5V9_S127_E1-50,0.847035302708119,0.73,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_8,L2/3 IT_8,0.73,1,0.638638845470725,1.02284060636874,TRUE,Astrocyte,0.980473683023922,Core,0.847035302708119,0.99,0.01,0.124735510600811,1.394751152908,12289,10712
SM-GE5V9_S128_E1-50,0.788799933511353,0.78,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,L2/3 IT_2,0.78,1,0.539533996334711,0.948887878957707,TRUE,Endothelial,0.719072417479044,I2,0.788799933511353,0.47,0.4,0.867476679390626,0.957000520641646,10198,8304
